 Gaussian points = 8
 FIXED SPECIES MIXING RATIOS:
    O2 =   2.100000000000000E-004  CO2 =   4.000000000000000E-004
 
    CH4 =   9.712771423633904E-009
 Standard CH3CL flux =  2.800E+08

 PO2= 7.853E-04  PNO= 2.886E-03  ZAPNO= 3.050E+02
 N= 3     X= 1.25804E-01  ERR= 2.35642E-06

 TIME = 0.0000E+00     TIMEY =   0.0000E+00 YEARS

 NPHOT =  0

 MIXING RATIOS OF LONG-LIVED SPECIES


     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  
  3.15E+06 8.13E-15 3.42E-10 8.05E-07 1.23E-10 8.36E-11 1.01E-10 2.84E-09 6.23E-13 1.29E-07 1.63E-10 3.48E-08 3.49E-15
  3.55E+06 1.00E-14 6.11E-10 7.06E-07 1.87E-10 1.25E-10 1.24E-10 1.42E-09 3.02E-12 2.27E-07 9.11E-11 5.93E-08 1.78E-15
  3.95E+06 2.52E-14 1.11E-09 5.68E-07 3.03E-10 2.16E-10 2.02E-10 7.30E-10 1.75E-11 3.63E-07 3.57E-11 1.46E-07 6.97E-16
  4.35E+06 2.45E-14 2.25E-09 3.94E-07 4.66E-10 3.72E-10 3.38E-10 4.18E-10 1.13E-10 5.36E-07 9.08E-12 4.71E-07 1.84E-16
  4.75E+06 1.32E-14 6.60E-09 2.07E-07 5.40E-10 4.71E-10 3.32E-10 3.37E-10 7.54E-10 7.20E-07 1.81E-12 2.02E-06 3.23E-17
  5.15E+06 5.74E-15 3.89E-08 7.12E-08 3.85E-10 2.73E-10 7.68E-11 5.11E-10 4.47E-09 8.54E-07 3.47E-13 7.83E-06 2.25E-18
  5.55E+06 1.26E-15 7.93E-07 1.92E-08 1.11E-10 4.56E-11 2.61E-12 2.26E-09 2.54E-08 8.95E-07 7.64E-14 1.85E-05 3.59E-20
  5.95E+06 7.22E-17 1.42E-05 4.70E-09 2.11E-11 2.98E-12 2.05E-14 1.10E-08 5.38E-08 8.95E-07 2.05E-14 3.02E-05 5.17E-22
  6.35E+06 1.27E-17 5.71E-05 1.31E-09 6.84E-12 4.62E-13 2.62E-16 1.39E-08 6.63E-08 8.92E-07 6.88E-15 4.13E-05 1.95E-23
  6.75E+06 4.58E-18 1.30E-04 4.40E-10 2.08E-12 1.04E-13 6.51E-18 9.15E-09 7.24E-08 8.89E-07 2.84E-15 5.18E-05 1.73E-24
  7.15E+06 2.63E-18 2.15E-04 1.78E-10 5.70E-13 2.87E-14 3.02E-19 3.96E-09 7.55E-08 8.87E-07 1.41E-15 6.15E-05 2.54E-25
  7.55E+06 1.94E-18 2.99E-04 8.00E-11 1.44E-13 8.78E-15 2.05E-20 1.33E-09 7.73E-08 8.86E-07 7.70E-16 7.11E-05 4.54E-26
  7.95E+06 1.54E-18 3.81E-04 3.56E-11 3.47E-14 2.74E-15 1.47E-21 3.72E-10 7.84E-08 8.85E-07 4.22E-16 8.16E-05 7.92E-27
  8.35E+06 1.29E-18 4.51E-04 1.59E-11 8.89E-15 8.81E-16 1.13E-22 9.20E-11 7.90E-08 8.83E-07 2.33E-16 9.23E-05 1.38E-27
  8.75E+06 1.11E-18 5.12E-04 7.19E-12 3.09E-15 2.89E-16 9.19E-24 2.12E-11 7.93E-08 8.80E-07 1.30E-16 1.02E-04 2.41E-28
  9.15E+06 9.64E-19 5.69E-04 3.37E-12 1.85E-15 9.59E-17 8.09E-25 4.73E-12 7.92E-08 8.74E-07 7.52E-17 1.11E-04 4.28E-29
  9.55E+06 8.55E-19 6.34E-04 1.70E-12 1.65E-15 3.13E-17 7.96E-26 1.05E-12 7.88E-08 8.64E-07 4.63E-17 1.19E-04 7.75E-30
  9.95E+06 8.14E-19 7.21E-04 1.07E-12 1.67E-15 9.58E-18 1.31E-26 2.31E-13 7.78E-08 8.45E-07 3.31E-17 1.25E-04 1.94E-30
     Z        H2CO     O        H2O      OH       HO2      H2O2     O3       H        H2       CH4      CO       CH3OOH  

     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    
  5.00E+04 9.68E-13 5.52E-10 3.29E-15 7.58E-14 6.78E-15 6.72E-12 4.56E-14 1.09E-14 6.10E-19 3.79E-21 5.99E-12 8.17E-12
  1.50E+05 6.18E-13 5.16E-10 7.02E-15 1.24E-13 1.29E-14 9.64E-12 1.21E-13 1.70E-14 2.52E-18 1.34E-20 2.33E-12 9.54E-12
  2.50E+05 4.14E-13 4.81E-10 1.48E-14 1.96E-13 2.33E-14 1.32E-11 2.81E-13 2.41E-14 9.50E-18 4.35E-20 1.02E-12 1.05E-11
  3.50E+05 2.92E-13 4.50E-10 3.05E-14 2.92E-13 3.82E-14 1.66E-11 5.33E-13 2.97E-14 3.18E-17 1.45E-19 5.11E-13 1.14E-11
  7.50E+05 1.10E-13 3.45E-10 3.02E-13 8.96E-13 1.19E-13 2.40E-11 1.71E-12 2.76E-14 9.45E-16 1.42E-17 1.01E-13 1.38E-11
  1.15E+06 2.03E-14 2.53E-10 3.83E-12 3.30E-12 1.76E-13 1.58E-11 2.69E-12 1.78E-14 4.88E-15 1.16E-14 7.27E-14 1.08E-11
  1.55E+06 2.16E-14 5.43E-11 5.21E-12 2.15E-12 4.28E-13 1.23E-11 3.99E-13 1.65E-14 9.87E-16 6.20E-15 1.45E-14 1.04E-11
  1.95E+06 1.08E-14 9.07E-12 4.92E-12 7.99E-13 3.95E-13 4.02E-12 4.71E-14 5.41E-15 4.71E-17 1.90E-15 5.40E-16 7.71E-12
  2.35E+06 5.29E-15 2.28E-12 3.60E-12 3.48E-13 1.77E-13 1.22E-12 1.03E-14 1.39E-15 2.37E-18 2.29E-16 2.38E-17 4.22E-12
  2.75E+06 3.05E-15 6.24E-13 2.84E-12 1.98E-13 7.21E-14 4.25E-13 3.09E-15 4.01E-16 1.74E-19 1.17E-17 2.20E-18 1.50E-12
  3.15E+06 1.88E-15 1.79E-13 2.43E-12 1.31E-13 2.91E-14 1.54E-13 1.04E-15 1.22E-16 1.49E-20 3.83E-19 3.74E-19 4.10E-13
  3.55E+06 1.02E-15 5.32E-14 2.19E-12 9.25E-14 1.19E-14 5.49E-14 3.64E-16 3.84E-17 1.33E-21 1.12E-20 9.83E-20 1.04E-13
  3.95E+06 3.88E-16 1.64E-14 2.03E-12 7.71E-14 5.21E-15 2.32E-14 1.66E-16 1.51E-17 1.70E-22 2.94E-22 3.66E-20 2.93E-14
  4.35E+06 9.56E-17 4.97E-15 1.90E-12 6.03E-14 2.19E-15 8.53E-15 7.13E-17 5.60E-18 1.89E-23 9.44E-24 1.82E-20 9.03E-15
  4.75E+06 1.78E-17 1.39E-15 1.77E-12 2.74E-14 6.89E-16 1.41E-15 1.42E-17 1.41E-18 7.98E-25 2.99E-25 1.17E-20 1.98E-15
  5.15E+06 2.18E-18 4.06E-16 1.61E-12 3.77E-15 1.30E-16 4.90E-17 4.22E-19 2.40E-19 6.77E-27 6.62E-27 8.91E-21 1.48E-16
  5.55E+06 1.02E-19 1.77E-16 1.40E-12 1.41E-16 9.58E-18 3.20E-19 1.19E-21 1.75E-20 7.61E-30 5.57E-28 7.51E-21 2.30E-18
  5.95E+06 2.27E-20 2.15E-16 1.18E-12 5.24E-17 4.41E-19 3.99E-21 7.01E-24 4.61E-21 1.77E-31 1.09E-28 6.67E-21 8.56E-21
  6.35E+06 1.66E-20 2.68E-16 9.71E-13 2.39E-17 3.45E-20 1.76E-22 1.47E-25 1.16E-21 6.51E-33 8.39E-30 6.15E-21 1.72E-22
  6.75E+06 1.58E-20 3.09E-16 8.04E-13 1.08E-17 2.55E-21 9.05E-24 4.53E-27 2.83E-22 2.27E-34 3.49E-31 5.81E-21 6.40E-24
  7.15E+06 1.57E-20 3.39E-16 6.78E-13 4.90E-18 1.74E-22 5.04E-25 1.80E-28 6.94E-23 8.22E-36 9.60E-33 5.58E-21 3.27E-25
  7.55E+06 1.56E-20 3.45E-16 5.75E-13 2.24E-18 1.09E-23 2.85E-26 7.77E-30 1.71E-23 2.88E-37 2.00E-34 5.38E-21 1.91E-26
  7.95E+06 1.55E-20 3.28E-16 4.78E-13 1.01E-18 6.39E-25 1.38E-27 3.20E-31 4.10E-24 9.29E-39 3.36E-36 5.17E-21 1.11E-27
  8.35E+06 1.52E-20 2.98E-16 3.90E-13 4.44E-19 3.90E-26 6.29E-29 1.33E-32 9.61E-25 2.86E-40 4.87E-38 4.94E-21 6.64E-29
  8.75E+06 1.48E-20 2.65E-16 3.15E-13 1.93E-19 3.18E-27 2.87E-30 5.59E-34 2.20E-25 8.49E-42 6.43E-40 4.66E-21 4.00E-30
  9.15E+06 1.41E-20 2.32E-16 2.55E-13 8.37E-20 4.45E-28 1.45E-31 2.38E-35 4.92E-26 2.46E-43 7.96E-42 4.31E-21 2.37E-31
  9.55E+06 1.30E-20 2.02E-16 2.12E-13 3.71E-20 9.61E-29 9.33E-33 1.03E-36 1.10E-26 7.23E-45 9.18E-44 3.85E-21 1.31E-32
  9.95E+06 1.13E-20 1.75E-16 1.90E-13 1.77E-20 2.62E-29 1.10E-33 5.43E-38 2.56E-27 2.66E-46 9.59E-46 3.28E-21 6.44E-34
     Z        CH3O2    N2O      NO       NO2      HNO2     HNO3     HO2NO2   NO3      N2O5     CL2O2    CH3CL    HOCL    

     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     
  5.00E+04 5.90E-15 8.38E-14 6.71E-12 1.90E-15 2.10E-04 2.25E-14 1.34E-16 4.28E-17 3.64E-13 6.35E-12 6.32E-16 4.00E-04
  1.50E+05 6.96E-15 1.17E-13 6.41E-12 4.06E-15 2.15E-04 2.10E-14 1.30E-16 6.36E-17 4.43E-13 8.97E-12 7.66E-16 4.05E-04
  2.50E+05 7.02E-15 1.54E-13 5.49E-12 8.10E-15 2.19E-04 2.07E-14 1.19E-16 9.74E-17 5.56E-13 1.09E-11 9.74E-16 4.09E-04
  3.50E+05 6.37E-15 2.02E-13 4.43E-12 1.53E-14 2.23E-04 2.22E-14 1.05E-16 1.58E-16 7.44E-13 1.26E-11 1.32E-15 4.13E-04
  7.50E+05 2.05E-15 5.55E-13 1.27E-12 9.96E-14 2.37E-04 6.44E-14 4.11E-17 1.51E-15 3.26E-12 1.98E-11 5.64E-15 4.27E-04
  1.15E+06 1.24E-15 2.83E-12 7.22E-13 1.23E-12 2.40E-04 4.18E-16 2.02E-20 8.40E-16 5.57E-13 1.43E-12 1.74E-17 4.30E-04
  1.55E+06 6.88E-15 4.04E-12 1.03E-12 2.08E-13 2.40E-04 2.87E-25 6.61E-29 4.25E-21 1.18E-18 2.24E-17 7.61E-27 4.30E-04
  1.95E+06 5.14E-14 4.47E-12 3.46E-12 1.93E-14 2.40E-04 1.42E-29 3.29E-30 4.10E-22 5.40E-20 6.15E-18 8.12E-29 4.30E-04
  2.35E+06 1.54E-13 2.92E-12 8.42E-12 1.51E-15 2.40E-04 1.03E-28 2.97E-29 8.49E-22 8.23E-20 6.11E-18 2.12E-28 4.30E-04
  2.75E+06 2.50E-13 1.22E-12 1.27E-11 1.04E-16 2.40E-04 5.53E-28 1.79E-28 1.83E-21 1.41E-19 6.05E-18 5.61E-28 4.30E-04
  3.15E+06 3.00E-13 4.11E-13 1.46E-11 6.74E-18 2.40E-04 1.99E-27 7.25E-28 4.23E-21 2.59E-19 5.92E-18 1.64E-27 4.30E-04
  3.55E+06 3.20E-13 1.30E-13 1.52E-11 4.39E-19 2.40E-04 5.83E-27 2.41E-27 1.03E-20 4.97E-19 5.66E-18 5.55E-27 4.30E-04
  3.95E+06 3.06E-13 3.92E-14 1.53E-11 3.21E-20 2.41E-04 2.01E-26 8.36E-27 2.23E-20 9.20E-19 5.22E-18 2.04E-26 4.29E-04
  4.35E+06 2.78E-13 1.31E-14 1.54E-11 2.42E-21 2.41E-04 6.49E-26 2.70E-26 5.11E-20 1.72E-18 4.37E-18 8.01E-26 4.29E-04
  4.75E+06 2.64E-13 4.32E-15 1.54E-11 1.06E-22 2.42E-04 9.70E-26 5.13E-26 1.43E-19 2.98E-18 3.01E-18 2.82E-25 4.27E-04
  5.15E+06 3.60E-13 1.19E-15 1.53E-11 1.16E-24 2.44E-04 2.76E-26 3.99E-26 5.18E-19 3.90E-18 1.70E-18 5.80E-25 4.21E-04
  5.55E+06 1.11E-12 6.44E-16 1.46E-11 3.96E-27 2.49E-04 4.89E-28 5.62E-27 2.05E-18 3.08E-18 9.72E-19 3.76E-25 4.10E-04
  5.95E+06 3.39E-12 5.30E-16 1.23E-11 6.42E-29 2.48E-04 1.41E-31 3.95E-29 1.86E-18 3.57E-18 6.56E-19 2.23E-26 3.97E-04
  6.35E+06 5.53E-12 2.72E-16 1.01E-11 2.13E-30 2.32E-04 1.93E-32 1.99E-30 1.80E-18 3.77E-18 5.01E-19 3.57E-27 3.86E-04
  6.75E+06 7.21E-12 1.02E-16 8.42E-12 8.66E-32 2.01E-04 5.71E-36 3.35E-31 2.39E-18 3.25E-18 4.01E-19 1.23E-27 3.74E-04
  7.15E+06 8.41E-12 3.13E-17 7.20E-12 3.93E-33 1.64E-04 1.79E-37 1.06E-31 3.42E-18 2.26E-18 3.32E-19 6.00E-28 3.64E-04
  7.55E+06 9.34E-12 8.35E-18 6.24E-12 1.84E-34 1.26E-04 1.43E-38 4.24E-32 4.45E-18 1.24E-18 2.81E-19 3.09E-28 3.53E-04
  7.95E+06 1.02E-11 2.00E-18 5.38E-12 8.19E-36 9.17E-05 1.31E-39 1.84E-32 5.12E-18 5.49E-19 2.34E-19 1.53E-28 3.40E-04
  8.35E+06 1.08E-11 4.45E-19 4.62E-12 3.52E-37 6.41E-05 1.37E-40 8.93E-33 5.40E-18 2.07E-19 1.93E-19 7.43E-29 3.24E-04
  8.75E+06 1.13E-11 9.44E-20 3.96E-12 1.46E-38 4.39E-05 1.59E-41 4.84E-33 5.39E-18 7.10E-20 1.54E-19 3.55E-29 3.07E-04
  9.15E+06 1.15E-11 1.94E-20 3.42E-12 5.72E-40 2.99E-05 1.97E-42 2.87E-33 5.17E-18 2.32E-20 1.16E-19 1.66E-29 2.85E-04
  9.55E+06 1.15E-11 3.83E-21 2.99E-12 2.12E-41 2.02E-05 2.46E-43 1.76E-33 4.76E-18 7.52E-21 8.06E-20 7.36E-30 2.58E-04
  9.95E+06 1.10E-11 7.12E-22 2.70E-12 8.00E-43 1.32E-05 3.60E-44 1.04E-33 4.13E-18 2.80E-21 4.89E-20 3.01E-30 2.24E-04
     Z        CL       CLO      HCL      CLONO2   O2       H2S      HS       SO       SO2      H2SO4    HSO      CO2     


 MIXING RATIO OF AEROSOL

     Z      SO4AER
  5.00E+04 1.27E-10
  1.50E+05 1.49E-10
  2.50E+05 1.97E-10
  3.50E+05 2.54E-10
  7.50E+05 4.94E-10
  1.15E+06 5.69E-10
  1.55E+06 4.85E-10
  1.95E+06 3.13E-10
  2.35E+06 2.05E-10
  2.75E+06 1.40E-10
  3.15E+06 8.80E-11
  3.55E+06 4.85E-11
  3.95E+06 2.32E-11
  4.35E+06 9.40E-12
  4.75E+06 3.10E-12
  5.15E+06 7.49E-13
  5.55E+06 1.30E-13
  5.95E+06 1.51E-14
  6.35E+06 1.09E-15
  6.75E+06 4.01E-17
  7.15E+06 5.83E-19
  7.55E+06 6.27E-22
  7.95E+06 1.98E-27
  8.35E+06 1.29E-37
  8.75E+06 1.81E-56
  9.15E+06 2.53E-91
  9.55E+06 1.00-100
  9.95E+06 1.00-100


 PHOTOLYSIS RATES

     Z       PO2      PO2D     PCO2     PCO2D    PH2O     PO3      PO3D     PH2O2    PHCO     PH2      PHO2
   5.00E+04 1.11E-10 0.00E+00 1.47E-11 0.00E+00 1.44E-09 2.14E-04 1.36E-04 7.64E-06 1.65E-05 1.79E-05 3.88E-05
   3.50E+05 1.27E-10 0.00E+00 1.92E-11 0.00E+00 2.10E-09 2.36E-04 1.74E-04 9.05E-06 2.09E-05 2.18E-05 4.07E-05
   6.50E+05 1.51E-10 0.00E+00 2.58E-11 0.00E+00 3.30E-09 2.53E-04 1.98E-04 1.02E-05 2.40E-05 2.48E-05 4.35E-05
   9.50E+05 1.94E-10 1.48-138 3.75E-11 7.10-138 6.00E-09 2.71E-04 2.24E-04 1.16E-05 2.67E-05 2.73E-05 5.10E-05
   1.25E+06 3.05E-10 2.47E-80 6.55E-11 1.19E-79 1.39E-08 2.98E-04 3.38E-04 1.51E-05 3.02E-05 3.00E-05 7.90E-05
   1.55E+06 5.22E-10 6.49E-54 1.18E-10 3.12E-53 3.19E-08 3.74E-04 9.32E-04 2.42E-05 3.49E-05 3.31E-05 1.52E-04
   1.85E+06 7.58E-10 2.06E-37 1.78E-10 9.86E-37 5.79E-08 4.94E-04 1.95E-03 3.53E-05 3.90E-05 3.59E-05 2.25E-04
   2.15E+06 9.98E-10 4.42E-27 2.43E-10 2.12E-26 8.98E-08 5.87E-04 2.74E-03 4.29E-05 4.19E-05 3.79E-05 2.67E-04
   2.45E+06 1.27E-09 1.35E-20 3.12E-10 6.47E-20 1.27E-07 6.44E-04 3.23E-03 4.72E-05 4.38E-05 3.92E-05 2.86E-04
   2.75E+06 1.60E-09 1.62E-16 3.86E-10 7.79E-16 1.68E-07 6.78E-04 3.51E-03 4.95E-05 4.51E-05 4.01E-05 2.94E-04
   3.05E+06 2.03E-09 6.14E-14 4.63E-10 2.95E-13 2.14E-07 6.97E-04 3.67E-03 5.07E-05 4.59E-05 4.07E-05 2.97E-04
   3.35E+06 2.64E-09 2.66E-12 5.41E-10 1.28E-11 2.66E-07 7.08E-04 3.76E-03 5.15E-05 4.65E-05 4.11E-05 2.98E-04
   3.65E+06 3.54E-09 2.96E-11 6.20E-10 1.42E-10 3.60E-07 7.15E-04 3.82E-03 5.19E-05 4.68E-05 4.13E-05 2.99E-04
   3.95E+06 4.85E-09 1.49E-10 7.01E-10 6.64E-10 5.95E-07 7.19E-04 3.85E-03 5.22E-05 4.70E-05 4.14E-05 2.99E-04
   4.25E+06 6.67E-09 6.04E-10 7.83E-10 1.81E-09 1.05E-06 7.21E-04 3.87E-03 5.24E-05 4.71E-05 4.15E-05 3.00E-04
   4.55E+06 9.09E-09 2.45E-09 8.65E-10 3.47E-09 1.69E-06 7.23E-04 3.89E-03 5.25E-05 4.72E-05 4.16E-05 3.00E-04
   4.85E+06 1.23E-08 7.92E-09 9.44E-10 5.36E-09 2.40E-06 7.24E-04 3.89E-03 5.26E-05 4.73E-05 4.16E-05 3.00E-04
   5.15E+06 1.63E-08 1.98E-08 1.02E-09 7.32E-09 3.11E-06 7.24E-04 3.90E-03 5.27E-05 4.73E-05 4.16E-05 3.00E-04
   5.45E+06 2.12E-08 4.17E-08 1.09E-09 9.42E-09 3.80E-06 7.25E-04 3.90E-03 5.27E-05 4.73E-05 4.17E-05 3.01E-04
   5.75E+06 2.67E-08 7.94E-08 1.16E-09 1.20E-08 4.46E-06 7.25E-04 3.91E-03 5.27E-05 4.73E-05 4.17E-05 3.01E-04
   6.05E+06 3.20E-08 1.43E-07 1.21E-09 1.57E-08 5.07E-06 7.25E-04 3.91E-03 5.28E-05 4.73E-05 4.17E-05 3.01E-04
   6.35E+06 3.69E-08 2.54E-07 1.26E-09 2.17E-08 5.64E-06 7.26E-04 3.91E-03 5.28E-05 4.73E-05 4.17E-05 3.01E-04
   6.65E+06 4.09E-08 4.54E-07 1.29E-09 3.21E-08 6.16E-06 7.26E-04 3.91E-03 5.28E-05 4.74E-05 4.17E-05 3.01E-04
   6.95E+06 4.38E-08 7.70E-07 1.32E-09 4.91E-08 6.60E-06 7.26E-04 3.91E-03 5.28E-05 4.74E-05 4.17E-05 3.01E-04
   7.25E+06 4.56E-08 1.17E-06 1.33E-09 7.10E-08 6.96E-06 7.26E-04 3.91E-03 5.28E-05 4.74E-05 4.17E-05 3.01E-04
   7.55E+06 4.67E-08 1.57E-06 1.34E-09 9.35E-08 7.23E-06 7.26E-04 3.91E-03 5.28E-05 4.74E-05 4.17E-05 3.01E-04
   7.85E+06 4.73E-08 1.91E-06 1.34E-09 1.13E-07 7.41E-06 7.26E-04 3.91E-03 5.28E-05 4.74E-05 4.17E-05 3.01E-04
   8.15E+06 4.75E-08 2.17E-06 1.35E-09 1.28E-07 7.53E-06 7.26E-04 3.91E-03 5.28E-05 4.74E-05 4.17E-05 3.01E-04
   8.45E+06 4.77E-08 2.33E-06 1.35E-09 1.38E-07 7.59E-06 7.26E-04 3.91E-03 5.29E-05 4.74E-05 4.17E-05 3.01E-04
   8.75E+06 4.77E-08 2.43E-06 1.35E-09 1.43E-07 7.63E-06 7.26E-04 3.91E-03 5.29E-05 4.74E-05 4.17E-05 3.01E-04
   9.05E+06 4.78E-08 2.48E-06 1.35E-09 1.46E-07 7.65E-06 7.26E-04 3.91E-03 5.29E-05 4.74E-05 4.17E-05 3.01E-04
   9.35E+06 4.78E-08 2.51E-06 1.35E-09 1.48E-07 7.66E-06 7.26E-04 3.91E-03 5.29E-05 4.74E-05 4.17E-05 3.01E-04
   9.65E+06 4.78E-08 2.52E-06 1.35E-09 1.49E-07 7.66E-06 7.26E-04 3.91E-03 5.29E-05 4.74E-05 4.17E-05 3.01E-04
   9.95E+06 4.78E-08 2.53E-06 1.35E-09 1.49E-07 7.67E-06 7.26E-04 3.91E-03 5.29E-05 4.74E-05 4.17E-05 3.01E-04

     Z      PCH4     PCH3OOH  PN2O     PHNO3    PNO      PNO2     PHNO4    PCCL3F   PCCL2F2  PCCL4    PCH3CL
   5.00E+04 0.00E+00 6.98E-06 1.08E-07 1.75E-05 3.84E-09 2.99E-03 3.11E-05 3.48E-06 5.21E-07 6.59E-06 1.16E-08
   3.50E+05 0.00E+00 8.22E-06 1.20E-07 1.95E-05 6.31E-09 3.44E-03 3.53E-05 3.74E-06 5.91E-07 6.91E-06 1.36E-08
   6.50E+05 0.00E+00 9.22E-06 1.34E-07 2.17E-05 1.08E-08 3.80E-03 3.91E-05 4.04E-06 6.76E-07 7.33E-06 1.28E-07
   9.50E+05 2.66-135 1.05E-05 1.57E-07 2.53E-05 1.93E-08 4.13E-03 4.53E-05 4.51E-06 7.98E-07 8.18E-06 2.02E-08
   1.25E+06 4.45E-77 1.35E-05 2.11E-07 3.38E-05 4.31E-08 4.44E-03 6.30E-05 5.43E-06 1.02E-06 1.03E-05 2.77E-08
   1.55E+06 1.17E-50 2.10E-05 2.95E-07 4.82E-05 1.01E-07 4.71E-03 1.09E-04 6.54E-06 1.29E-06 1.35E-05 3.78E-08
   1.85E+06 3.70E-34 2.96E-05 3.53E-07 5.93E-05 1.92E-07 4.92E-03 1.63E-04 7.19E-06 1.49E-06 1.53E-05 4.68E-08
   2.15E+06 7.95E-24 3.53E-05 3.87E-07 6.62E-05 3.16E-07 5.06E-03 2.00E-04 7.60E-06 1.65E-06 1.62E-05 5.49E-08
   2.45E+06 2.43E-17 3.86E-05 4.11E-07 7.06E-05 4.74E-07 5.16E-03 2.21E-04 7.90E-06 1.79E-06 1.69E-05 6.25E-08
   2.75E+06 2.92E-13 4.03E-05 4.30E-07 7.37E-05 6.54E-07 5.23E-03 2.33E-04 8.15E-06 1.91E-06 1.74E-05 6.97E-08
   3.05E+06 1.11E-10 4.12E-05 4.45E-07 7.61E-05 8.39E-07 5.27E-03 2.39E-04 8.36E-06 2.02E-06 1.78E-05 7.64E-08
   3.35E+06 4.79E-09 4.18E-05 4.59E-07 7.79E-05 1.01E-06 5.30E-03 2.43E-04 8.54E-06 2.11E-06 1.82E-05 8.27E-08
   3.65E+06 5.31E-08 4.21E-05 4.70E-07 7.94E-05 1.16E-06 5.31E-03 2.46E-04 8.71E-06 2.20E-06 1.86E-05 8.89E-08
   3.95E+06 2.49E-07 4.23E-05 4.81E-07 8.07E-05 1.29E-06 5.32E-03 2.48E-04 8.86E-06 2.29E-06 1.89E-05 9.51E-08
   4.25E+06 6.75E-07 4.25E-05 4.90E-07 8.18E-05 1.40E-06 5.33E-03 2.49E-04 9.00E-06 2.36E-06 1.93E-05 1.01E-07
   4.55E+06 1.28E-06 4.25E-05 4.97E-07 8.27E-05 1.50E-06 5.33E-03 2.50E-04 9.12E-06 2.43E-06 1.96E-05 1.06E-07
   4.85E+06 1.94E-06 4.26E-05 5.04E-07 8.35E-05 1.58E-06 5.34E-03 2.51E-04 9.23E-06 2.49E-06 1.98E-05 1.11E-07
   5.15E+06 2.55E-06 4.26E-05 5.10E-07 8.42E-05 1.64E-06 5.34E-03 2.51E-04 9.32E-06 2.54E-06 2.00E-05 1.16E-07
   5.45E+06 3.09E-06 4.27E-05 5.15E-07 8.48E-05 1.70E-06 5.34E-03 2.52E-04 9.39E-06 2.58E-06 2.02E-05 1.19E-07
   5.75E+06 3.53E-06 4.27E-05 5.20E-07 8.53E-05 1.74E-06 5.34E-03 2.52E-04 9.44E-06 2.61E-06 2.04E-05 1.22E-07
   6.05E+06 3.87E-06 4.27E-05 5.24E-07 8.58E-05 1.78E-06 5.34E-03 2.53E-04 9.48E-06 2.63E-06 2.05E-05 1.24E-07
   6.35E+06 4.14E-06 4.27E-05 5.26E-07 8.61E-05 1.80E-06 5.34E-03 2.53E-04 9.51E-06 2.65E-06 2.06E-05 1.26E-07
