 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
 N = 34  EMAX = 2.93E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-1.53E-33
 N = 35  EMAX = 1.22E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 6.36E-34
 N = 36  EMAX = 1.19E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-6.21E-34
 N = 37  EMAX = 1.67E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 8.72E-35
 N = 38  EMAX = 2.48E-11 FOR Q       AT Z = 5.45E+06 U = 1.56E-07 RHS = 3.86E-18
 N = 39  EMAX = 2.42E-11 FOR Q       AT Z = 4.55E+06 U = 3.52E-08 RHS = 8.52E-19
 N = 40  EMAX = 2.78E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 1.45E-33
 N = 41  EMAX = 2.92E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-1.53E-33
 N = 42  EMAX = 2.29E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS =-2.76E-35
 N = 43  EMAX = 1.40E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 7.30E-34
 N = 44  EMAX = 3.64E-09 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 4.38E-34
 N = 45  EMAX = 2.58E-09 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS =-3.10E-34
 N = 46  EMAX = 1.57E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-8.20E-34
 N = 47  EMAX = 3.52E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 1.84E-33
 N = 48  EMAX = 2.98E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-1.55E-33
 N = 49  EMAX = 2.66E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 3.20E-35
 N = 50  EMAX = 1.52E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 7.94E-34
 N = 51  EMAX = 2.92E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-1.52E-33
 N = 52  EMAX = 1.14E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 5.94E-34
 N = 53  EMAX = 4.74E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 2.48E-34
 N = 54  EMAX = 6.36E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS =-7.66E-35
 N = 55  EMAX = 1.35E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-7.05E-34
 N = 56  EMAX = 1.16E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 6.04E-34
 N = 57  EMAX = 3.50E-11 FOR HO2NOQ  AT Z = 8.75E+06 U = 2.11E-21 RHS =-7.38E-32
 N = 58  EMAX = 1.19E-09 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 1.44E-34
 N = 59  EMAX = 1.14E-09 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS =-1.37E-34
 N = 60  EMAX = 2.29E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 1.20E-34
 N = 61  EMAX = 3.12E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 3.75E-35
 N = 62  EMAX = 4.82E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS =-5.80E-35
 N = 63  EMAX = 1.84E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 2.22E-35
 N = 64  EMAX = 1.67E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-8.71E-35
 N = 65  EMAX = 1.14E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 5.95E-35
 N = 66  EMAX = 1.45E-10 FOR HO2NOQ  AT Z = 9.45E+06 U = 2.40E-25 RHS = 3.47E-35
 N = 67  EMAX = 2.00E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS =-2.40E-35
 N = 68  EMAX = 5.69E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 6.84E-35
 N = 69  EMAX = 4.98E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-2.60E-34
 N = 70  EMAX = 8.34E-11 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-4.35E-35
 N = 71  EMAX = 4.70E-11 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 2.45E-35
 N = 72  EMAX = 1.65E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-8.61E-35
 N = 73  EMAX = 1.16E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 6.06E-35
 N = 74  EMAX = 2.05E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 1.07E-34
 N = 75  EMAX = 2.15E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-1.12E-34
 N = 76  EMAX = 5.19E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 6.24E-35
 N = 77  EMAX = 3.26E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 3.92E-35
 N = 78  EMAX = 3.15E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-1.64E-33
 N = 79  EMAX = 4.61E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 2.41E-33
 N = 80  EMAX = 3.85E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-2.01E-33
 N = 81  EMAX = 1.78E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 9.30E-34
 N = 82  EMAX = 3.69E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS =-4.44E-35
 N = 83  EMAX = 3.62E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 4.35E-35
 N = 84  EMAX = 4.57E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 5.49E-35
 N = 85  EMAX = 7.35E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 3.83E-34
 N = 86  EMAX = 1.26E-09 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 1.51E-34
 N = 87  EMAX = 1.47E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-7.66E-34
 N = 88  EMAX = 6.27E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 3.27E-34
 N = 89  EMAX = 1.79E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 9.34E-35
 N = 90  EMAX = 9.37E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 4.89E-34
 N = 91  EMAX = 9.08E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-4.74E-34
 N = 92  EMAX = 7.32E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 3.82E-34
 N = 93  EMAX = 7.75E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-4.04E-34
 N = 94  EMAX = 6.48E-10 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS = 3.38E-34
 N = 95  EMAX = 2.54E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-1.33E-33
 N = 96  EMAX = 3.02E-09 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 3.63E-34
 N = 97  EMAX = 1.46E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-7.64E-34
 N = 98  EMAX = 7.04E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS = 8.47E-35
 N = 99  EMAX = 3.50E-10 FOR N2QO4   AT Z = 8.15E+06 U = 1.20E-25 RHS =-4.21E-35
 N =100  EMAX = 1.25E-09 FOR N2QO4   AT Z = 8.05E+06 U = 5.22E-25 RHS =-6.51E-34


 MIXING RATIO OF ISOTOPES AND NORMAL SPECIES
      H2CQ          Q         H2Q          QH         HOQ         H2OQ         O2Q         OQO         CQ
    2.05105E-10 4.98618E-17 1.37069E-02 7.08613E-14 2.98303E-11 3.20380E-09 3.26001E-08 1.40467E-08 1.10887E-07
    5.48784E-11 9.66667E-16 6.73968E-05 1.68125E-13 1.22682E-11 5.43558E-10 1.55323E-07 6.69354E-08 5.04541E-08
      H2CO          O         H2O          OH         HO2         H2O2         O3           O3         CO
    2.05280E-10 4.98653E-17 1.37069E-02 6.65779E-14 1.48868E-11 1.59826E-09 1.39749E-08 1.39749E-08 1.10910E-07
    5.49255E-11 9.67086E-16 6.73968E-05 1.60831E-13 6.06237E-12 2.69017E-10 6.65934E-08 6.65934E-08 5.04725E-08
 
      CH3OQH      CH3QOH      CH3OQ       CH3QO       N2Q          NQ          NOQ         HNOQ       HNO2Q
    1.27338E-09 1.27338E-09 8.60866E-12 8.60866E-12 2.95734E-07 4.09744E-12 1.77005E-11 5.83798E-14 2.14239E-10
    1.10431E-10 1.10431E-10 1.44639E-12 1.44639E-12 2.95041E-07 2.55632E-11 3.39387E-11 2.65356E-13 1.00033E-09
      CH3OOH      CH3OOH      CH3O2       CH3O2       N2O          NO          NO2         HNO2       HNO3
    1.27447E-09 1.27447E-09 8.61599E-12 8.61599E-12 2.95629E-07 3.77898E-12 8.15961E-12 2.71710E-14 6.58411E-11
    1.10528E-10 1.10528E-10 1.44766E-12 1.44766E-12 2.94936E-07 2.25827E-11 1.49873E-11 1.21871E-13 3.02410E-10
 
      HOQNO2      HO2NOQ       NO2Q       N2O4Q       N2QO4        OQ           SQ         SOQ       H2SO3Q        HSQ         COQ
    3.28864E-13 3.56023E-13 1.24570E-14 8.12321E-17 2.03080E-17 4.19639E-01 5.00531E-20 5.53443E-11 8.92213E-12 7.17824E-14 8.00516E-04
    1.26904E-10 1.41935E-10 2.20377E-14 4.95389E-14 1.23847E-14 4.19700E-01 1.87144E-18 2.85082E-10 5.29448E-11 2.72239E-13 8.62625E-04
      HO2NO2      HO2NO2       NO3        N2O5        N2O5         O2           SO         SO2        H2SO4        HSO         CO2
    1.64120E-13 1.64120E-13 3.75227E-15 1.84983E-17 1.84983E-17 2.10000E-01 4.73189E-20 2.75815E-11 2.19249E-12 6.15890E-14 4.00000E-04
    6.27166E-11 6.27166E-11 6.62644E-15 1.10748E-14 1.10748E-14 2.10031E-01 1.68106E-18 1.41897E-10 1.30544E-11 2.33485E-13 4.31015E-04


 NUMBER DENSITY OF ISOTOPES AND NORMAL SPECIES
      H2CQ          Q         H2Q          QH         HOQ         H2OQ         O2Q         OQO         CQ
    4.92397E+09 1.19703E+03 3.29062E+17 1.70117E+06 7.16136E+08 7.69137E+10 7.82631E+11 3.37218E+11 2.66207E+12
    5.02493E+08 8.85127E+03 6.17118E+14 1.53944E+06 1.12334E+08 4.97708E+09 1.42221E+12 6.12893E+11 4.61982E+11
      H2CO          O         H2O          OH         HO2         H2O2         O3           O3         CO
    4.92816E+09 1.19712E+03 3.29062E+17 1.59834E+06 3.57389E+08 3.83695E+10 3.35495E+11 3.35495E+11 2.66263E+12
    5.02925E+08 8.85511E+03 6.17118E+14 1.47265E+06 5.55100E+07 2.46325E+09 6.09762E+11 6.09762E+11 4.62151E+11
      CH3OQH      CH3QOH      CH3OQ       CH3QO       N2Q          NQ          NOQ         HNOQ       HNO2Q
    3.05702E+10 3.05702E+10 2.06668E+08 2.06668E+08 7.09969E+12 9.83673E+07 4.24935E+08 1.40153E+06 5.14325E+09
    1.01116E+09 1.01116E+09 1.32439E+07 1.32439E+07 2.70153E+12 2.34069E+08 3.10759E+08 2.42972E+06 9.15950E+09
      CH3OOH      CH3OOH      CH3O2       CH3O2       N2O          NO          NO2         HNO2       HNO3
    3.05962E+10 3.05962E+10 2.06844E+08 2.06844E+08 7.09718E+12 9.07220E+07 1.95888E+08 6.52295E+05 1.58065E+09
    1.01205E+09 1.01205E+09 1.32555E+07 1.32555E+07 2.70058E+12 2.06778E+08 1.37231E+08 1.11591E+06 2.76901E+09
      HOQNO2      HO2NOQ       NO2Q       N2O4Q       N2QO4        OQ           SQ         SOQ       H2SO3Q        HSQ         COQ
    3.94753E+06 8.54705E+06 2.99057E+05 1.95014E+03 4.87535E+02 1.00743E+19 1.20163E+00 1.32865E+09 2.14194E+08 1.72328E+06 1.92180E+16
    1.16200E+09 1.29963E+09 2.01788E+05 4.53602E+05 1.13400E+05 3.84298E+18 1.71358E+01 2.61035E+09 4.84789E+08 2.49275E+06 7.89861E+15
      HO2NO2      HO2NO2       NO3        N2O5        N2O5         O2           SO         SO2        H2SO4        HSO         CO2
    3.94004E+06 3.94004E+06 9.00809E+04 4.44090E+02 4.44090E+02 5.04148E+18 1.13599E+00 6.62151E+08 5.26353E+07 1.47857E+06 9.60281E+15
    5.74264E+08 5.74264E+08 6.06749E+04 1.01406E+05 1.01406E+05 1.92314E+18 1.53926E+01 1.29927E+09 1.19533E+08 2.13790E+06 3.94658E+15
 
      Q1D         H3CQ          HCQ       SQ21        SQ23        HSO2Q         SO2Q
    5.82816E-03 3.19082E+01 4.91049E-03 4.30727E-04 3.13133E-03 1.46771E-03 1.55023E+00
    2.98110E-02 2.17593E+01 1.36728E-03 3.31897E-03 2.37266E-02 1.02854E-02 1.65151E+03
      O1D         H3CO          HCO       SO21        SO23         HSO3         SO3
    4.99727E-03 3.19358E+01 4.91465E-03 2.14667E-04 1.56060E-03 4.77926E-04 5.04796E-01
    2.55629E-02 2.17781E+01 1.36843E-03 1.65211E-03 1.18106E-02 3.36728E-03 5.40678E+02
 
          MIXING RATIO OF ISOTOPIC SPECIES
Alt(km)   H2CQ        Q           H2Q         QH          HOQ         H2OQ        O2Q         OQO         CQ          CH3OQH  
   0.5   2.0511E-10  4.9862E-17  1.3707E-02  7.0861E-14  2.9830E-11  3.2038E-09  3.2600E-08  1.4047E-08  1.1089E-07  1.2734E-09
   1.5   2.1237E-10  7.0805E-17  8.9056E-03  8.6205E-14  3.0308E-11  3.2935E-09  3.9743E-08  1.7125E-08  9.8998E-08  1.2681E-09
   2.5   2.1031E-10  1.0436E-16  5.6523E-03  1.0444E-13  3.0326E-11  3.2247E-09  5.0278E-08  2.1665E-08  8.8761E-08  1.1786E-09
   3.5   1.9771E-10  1.5372E-16  3.3519E-03  1.2184E-13  2.9233E-11  2.9100E-09  6.3605E-08  2.7408E-08  8.0028E-08  9.9186E-10
   5.5   1.5080E-10  3.0993E-16  1.0428E-03  1.5143E-13  2.4469E-11  1.9487E-09  9.4411E-08  4.0683E-08  6.6418E-08  5.5938E-10
   7.5   9.0540E-11  5.6044E-16  2.8560E-04  1.5347E-13  1.7945E-11  1.0866E-09  1.2486E-07  5.3807E-08  5.7015E-08  2.6861E-10
   9.5   5.4878E-11  9.6667E-16  6.7397E-05  1.6813E-13  1.2268E-11  5.4356E-10  1.5532E-07  6.6935E-08  5.0454E-08  1.1043E-10
  11.5   3.0275E-11  1.9086E-15  1.2183E-05  1.9258E-13  6.4438E-12  1.6746E-10  2.1758E-07  9.3768E-08  4.2268E-08  2.4904E-11
  13.5   2.2387E-11  7.4699E-15  9.8734E-06  2.0939E-13  3.8118E-12  2.8976E-11  4.5365E-07  1.9551E-07  2.8691E-08  4.7159E-12
  15.5   1.8422E-11  3.3082E-14  1.0058E-05  2.4336E-13  3.1123E-12  1.1546E-11  1.0670E-06  4.5984E-07  1.7340E-08  1.6891E-12
  17.5   1.7567E-11  1.2608E-13  1.0359E-05  3.3277E-13  4.0643E-12  1.3059E-11  2.1576E-06  9.2990E-07  1.1738E-08  1.2738E-12
  19.5   1.9070E-11  4.1606E-13  1.0740E-05  5.3068E-13  6.9105E-12  2.5340E-11  3.7696E-06  1.6247E-06  9.4411E-09  1.5719E-12
  21.5   2.3179E-11  1.2599E-12  1.1149E-05  9.5794E-13  1.3827E-11  6.5956E-11  5.9026E-06  2.5440E-06  8.6001E-09  2.6642E-12
  23.5   3.0153E-11  3.6549E-12  1.1561E-05  1.8798E-12  3.0141E-11  1.9242E-10  8.6392E-06  3.7236E-06  8.3108E-09  5.1850E-12
  25.5   3.8857E-11  1.0185E-11  1.1966E-05  3.8176E-12  6.3954E-11  5.1131E-10  1.2095E-05  5.2130E-06  8.1325E-09  9.1465E-12
  27.5   4.8403E-11  2.7474E-11  1.2363E-05  7.8672E-12  1.2648E-10  1.1312E-09  1.6212E-05  6.9875E-06  7.9148E-09  1.3411E-11
  29.5   5.7159E-11  7.1002E-11  1.2746E-05  1.6365E-11  2.2641E-10  1.9629E-09  2.0395E-05  8.7904E-06  7.5857E-09  1.5706E-11
  31.5   6.2712E-11  1.7425E-10  1.3107E-05  3.4241E-11  3.6052E-10  2.5869E-09  2.3530E-05  1.0142E-05  7.1069E-09  1.4705E-11
  33.5   6.4835E-11  4.1171E-10  1.3430E-05  7.0572E-11  5.0603E-10  2.5429E-09  2.4167E-05  1.0416E-05  6.6142E-09  1.1489E-11
  35.5   6.3828E-11  9.4454E-10  1.3701E-05  1.3823E-10  6.2459E-10  1.9250E-09  2.2135E-05  9.5408E-06  6.1663E-09  7.8899E-12
  37.5   5.9337E-11  2.1379E-09  1.3901E-05  2.5763E-10  7.0854E-10  1.2823E-09  1.8970E-05  8.1763E-06  5.6776E-09  5.1604E-12
  39.5   5.3323E-11  4.9018E-09  1.4030E-05  4.5392E-10  7.8255E-10  8.5770E-10  1.5303E-05  6.5959E-06  5.2345E-09  3.5369E-12
  41.5   4.6647E-11  1.0761E-08  1.4090E-05  7.0010E-10  8.7077E-10  6.4907E-10  1.1782E-05  5.0784E-06  4.9879E-09  2.7411E-12
  43.5   3.9913E-11  2.0795E-08  1.4085E-05  9.1345E-10  9.6715E-10  5.5036E-10  8.8284E-06  3.8052E-06  5.0828E-09  2.3929E-12
  45.5   3.3735E-11  3.5176E-08  1.4019E-05  1.0585E-09  1.0500E-09  4.8156E-10  6.5374E-06  2.8178E-06  5.6289E-09  2.2197E-12
  47.5   2.8282E-11  5.4374E-08  1.3897E-05  1.1550E-09  1.1177E-09  4.2147E-10  4.8659E-06  2.0973E-06  6.7034E-09  2.1163E-12
  49.5   2.2696E-11  7.7475E-08  1.3722E-05  1.2475E-09  1.1900E-09  3.8958E-10  3.8283E-06  1.6501E-06  8.3796E-09  1.9597E-12
  51.5   1.8293E-11  1.0635E-07  1.3500E-05  1.3446E-09  1.2725E-09  3.6867E-10  3.0394E-06  1.3100E-06  1.1086E-08  1.8231E-12
  53.5   1.4566E-11  1.3820E-07  1.3242E-05  1.4731E-09  1.3832E-09  3.7437E-10  2.5014E-06  1.0781E-06  1.5286E-08  1.6462E-12
  55.5   1.1707E-11  1.7410E-07  1.2957E-05  1.6437E-09  1.5363E-09  3.9983E-10  2.0408E-06  8.7963E-07  2.1834E-08  1.4811E-12
  57.5   9.5301E-12  2.1322E-07  1.2646E-05  1.8812E-09  1.7582E-09  4.4907E-10  1.6166E-06  6.9677E-07  3.1841E-08  1.3385E-12
  59.5   7.8109E-12  2.5387E-07  1.2313E-05  2.2204E-09  2.0835E-09  5.3469E-10  1.2395E-06  5.3427E-07  4.6708E-08  1.2068E-12
  61.5   6.3922E-12  2.9622E-07  1.1958E-05  2.6944E-09  2.5424E-09  6.7211E-10  9.2517E-07  3.9877E-07  6.8210E-08  1.0719E-12
  63.5   4.9044E-12  3.2708E-07  1.1589E-05  3.3231E-09  3.1106E-09  9.1620E-10  7.5554E-07  3.2565E-07  9.8189E-08  8.8272E-13
  65.5   5.5091E-12  3.9241E-07  1.1200E-05  4.2230E-09  3.9935E-09  1.2083E-09  5.0665E-07  2.1838E-07  1.3991E-07  7.6272E-13
  67.5   1.0875E-11  4.4689E-07  1.0775E-05  5.5843E-09  5.2802E-09  1.7394E-09  3.5403E-07  1.5259E-07  1.9799E-07  6.4137E-13
  69.5   2.6618E-11  4.9896E-07  1.0314E-05  7.8505E-09  7.3766E-09  2.6842E-09  2.3939E-07  1.0318E-07  2.7559E-07  5.2583E-13
  71.5   5.5634E-11  5.6667E-07  9.8184E-06  1.1384E-08  1.0493E-08  4.0680E-09  1.6043E-07  6.9150E-08  3.7554E-07  4.1940E-13
  73.5   9.5754E-11  6.8821E-07  9.2421E-06  1.6078E-08  1.4285E-08  5.6214E-09  1.0883E-07  4.6907E-08  5.1082E-07  3.1774E-13
  75.5   1.4151E-10  9.0512E-07  8.5265E-06  2.1272E-08  1.7831E-08  6.8378E-09  7.7240E-08  3.3292E-08  7.0334E-07  2.1710E-13
  77.5   1.8601E-10  1.2912E-06  7.6770E-06  2.5859E-08  2.0096E-08  7.2033E-09  5.7216E-08  2.4661E-08  9.6741E-07  1.3076E-13
  79.5   2.1378E-10  1.8327E-06  6.7156E-06  3.4320E-08  2.3673E-08  6.7221E-09  3.9436E-08  1.6998E-08  1.3179E-06  6.7854E-14
  81.5   2.6044E-10  1.3700E-05  5.5528E-06  1.3272E-08  9.5142E-09  3.1376E-09  1.0659E-07  4.5944E-08  1.7796E-06  2.5890E-14
  83.5   1.5597E-10  1.2318E-04  4.3873E-06  3.4223E-09  1.7744E-09  9.4067E-10  4.1016E-07  1.7679E-07  2.3070E-06  8.9704E-15
  85.5   6.9974E-11  4.8098E-04  3.4025E-06  1.6543E-09  4.9183E-10  2.7254E-10  8.5888E-07  3.7020E-07  2.8581E-06  3.0864E-15
  87.5   3.3866E-11  1.2647E-03  2.6140E-06  9.3177E-10  1.6575E-10  7.7949E-11  1.1966E-06  5.1576E-07  3.4226E-06  1.0676E-15
  89.5   1.9374E-11  2.6314E-03  1.9971E-06  5.5386E-10  6.4391E-11  2.1939E-11  1.3819E-06  5.9562E-07  3.9970E-06  3.7091E-16
  91.5   1.1259E-11  4.7131E-03  1.5233E-06  3.1909E-10  2.7172E-11  6.0739E-12  1.2803E-06  5.5182E-07  4.5784E-06  1.2997E-16
  93.5   7.3009E-12  7.5898E-03  1.1646E-06  1.8347E-10  1.2404E-11  1.6539E-12  1.0925E-06  4.7087E-07  5.1645E-06  4.5886E-17
  95.5   5.1716E-12  1.1263E-02  9.0174E-07  1.0380E-10  6.0206E-12  4.4919E-13  8.5650E-07  3.6917E-07  5.7481E-06  1.6462E-17
  97.5   3.9505E-12  1.5644E-02  7.2148E-07  5.7358E-11  3.0678E-12  1.2613E-13  6.1560E-07  2.6534E-07  6.3210E-06  6.2358E-18
  99.5   3.2547E-12  2.0556E-02  6.1731E-07  3.1017E-11  1.6257E-12  4.8479E-14  4.0730E-07  1.7555E-07  6.8741E-06  3.1451E-18
Alt(km)   H2CQ        Q           H2Q         QH          HOQ         H2OQ        O2Q         OQO         CQ          CH3OQH  
 
   TPI   1.7670E+11  1.1654E+20  6.8402E+11  8.3267E+12  1.3978E+13  3.6631E+11  7.7397E+15  3.3359E+15  1.7650E+11  1.7042E+11
   TLI   1.7572E+11  1.1654E+20  3.4799E+11  8.3267E+12  1.3977E+13  3.5093E+11  7.7396E+15  3.3358E+15  5.2254E+11  1.6431E+11
 
Alt(km)   CH3QOH      CH3OQ       CH3QO       N2Q         NQ          NOQ         HNOQ        HNO2Q       HOQNO2      HO2NOQ  
   0.5   1.2734E-09  8.6087E-12  8.6087E-12  2.9573E-07  4.0974E-12  1.7700E-11  5.8380E-14  2.1424E-10  3.2886E-13  3.5602E-13
   1.5   1.2681E-09  8.4647E-12  8.4647E-12  2.9569E-07  5.0898E-12  2.0405E-11  7.8614E-14  3.2817E-10  8.3231E-13  9.0295E-13
   2.5   1.1786E-09  8.0890E-12  8.0890E-12  2.9563E-07  6.3404E-12  2.3937E-11  1.0520E-13  4.7549E-10  2.1896E-12  2.3844E-12
   3.5   9.9186E-10  7.1903E-12  7.1903E-12  2.9557E-07  8.1938E-12  2.8681E-11  1.4001E-13  6.2567E-10  5.8802E-12  6.4357E-12
   5.5   5.5938E-10  4.8089E-12  4.8089E-12  2.9543E-07  1.3428E-11  3.7437E-11  2.1987E-13  8.5732E-10  3.7621E-11  4.1576E-11
   7.5   2.6861E-10  2.8579E-12  2.8579E-12  2.9526E-07  1.6378E-11  3.2650E-11  2.0696E-13  9.3967E-10  1.0753E-10  1.1967E-10
   9.5   1.1043E-10  1.4464E-12  1.4464E-12  2.9504E-07  2.5563E-11  3.3939E-11  2.6536E-13  1.0003E-09  1.2690E-10  1.4194E-10
  11.5   2.4904E-11  5.3637E-13  5.3637E-13  2.9441E-07  5.1193E-11  4.7112E-11  4.4667E-13  1.2466E-09  8.6584E-11  9.7496E-11
  13.5   4.7159E-12  3.1663E-13  3.1663E-13  2.9120E-07  9.2263E-11  1.1610E-10  5.1420E-13  2.5089E-09  8.4288E-11  9.3877E-11
  15.5   1.6891E-12  1.9492E-13  1.9492E-13  2.8171E-07  1.6812E-10  3.5189E-10  6.2759E-13  6.1559E-09  1.3971E-10  1.4962E-10
  17.5   1.2738E-12  1.6100E-13  1.6100E-13  2.6494E-07  2.6735E-10  8.1900E-10  7.8153E-13  1.2391E-08  2.5676E-10  2.6710E-10
  19.5   1.5719E-12  1.7456E-13  1.7456E-13  2.4248E-07  3.7548E-10  1.4619E-09  9.9456E-13  2.0330E-08  4.2598E-10  4.3680E-10
  21.5   2.6642E-12  2.3821E-13  2.3821E-13  2.1715E-07  4.8424E-10  2.1986E-09  1.2823E-12  2.8649E-08  6.2796E-10  6.3931E-10
  23.5   5.1850E-12  3.7296E-13  3.7296E-13  1.9048E-07  6.0416E-10  3.0695E-09  1.6975E-12  3.6451E-08  8.4353E-10  8.5571E-10
  25.5   9.1465E-12  5.7168E-13  5.7168E-13  1.6318E-07  7.8596E-10  4.2708E-09  2.4210E-12  4.2908E-08  1.0257E-09  1.0396E-09
  27.5   1.3411E-11  8.1362E-13  8.1362E-13  1.3548E-07  1.1060E-09  6.1287E-09  3.7919E-12  4.7108E-08  1.1317E-09  1.1491E-09
  29.5   1.5706E-11  1.0575E-12  1.0575E-12  1.0817E-07  1.6922E-09  8.8880E-09  6.5366E-12  4.8045E-08  1.0876E-09  1.1095E-09
  31.5   1.4705E-11  1.2704E-12  1.2704E-12  8.2410E-08  2.7282E-09  1.2272E-08  1.1988E-11  4.5217E-08  8.5415E-10  8.7779E-10
  33.5   1.1489E-11  1.4760E-12  1.4760E-12  5.9889E-08  4.4589E-09  1.5422E-08  2.1467E-11  3.8467E-08  5.2473E-10  5.4468E-10
  35.5   7.8899E-12  1.6861E-12  1.6861E-12  4.1730E-08  7.0743E-09  1.6985E-08  3.4541E-11  2.8692E-08  2.5182E-10  2.6477E-10
  37.5   5.1604E-12  1.9005E-12  1.9005E-12  2.8474E-08  1.0413E-08  1.5573E-08  4.9719E-11  1.8552E-08  9.7323E-11  1.0402E-10
  39.5   3.5369E-12  2.1680E-12  2.1680E-12  1.9309E-08  1.3922E-08  1.1518E-08  6.2182E-11  9.9183E-09  3.1311E-11  3.4155E-11
  41.5   2.7411E-12  2.4373E-12  2.4373E-12  1.3164E-08  1.6400E-08  6.9350E-09  6.0557E-11  4.1190E-09  9.2787E-12  1.0320E-11
  43.5   2.3929E-12  2.6563E-12  2.6563E-12  9.1148E-09  1.7092E-08  3.7361E-09  4.4662E-11  1.3972E-09  2.8148E-12  3.1667E-12
