 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
 N = 34  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 35  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 36  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 37  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 38  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 39  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 40  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 41  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 42  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 43  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 44  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 45  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 46  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 47  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 48  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 49  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 50  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 51  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 52  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 53  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 54  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 55  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 56  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 57  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 58  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 59  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 60  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 61  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 62  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 63  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 64  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 65  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 66  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 67  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 68  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 69  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 70  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 71  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 72  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 73  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 74  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 75  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 76  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 77  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 78  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 79  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 80  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 81  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 82  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 83  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 84  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 85  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 86  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 87  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 88  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 89  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 90  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 91  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 92  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 93  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 94  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 95  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 96  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 97  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 98  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N = 99  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03
 N =100  EMAX = 1.65E+02 FOR H2Q     AT Z = 1.05E+06 U = 3.07E-05 RHS = 5.08E-03


 MIXING RATIO OF ISOTOPES AND NORMAL SPECIES
      H2CQ          Q         H2Q          QH         HOQ         H2OQ         O2Q         OQO         CQ
    2.05317E-10 4.98737E-17 1.37069E-02 6.66146E-14 1.48912E-11 3.20343E-09 2.79544E-08 1.39772E-08 1.10915E-07
    5.49342E-11 9.67250E-16 6.73968E-05 6.10757E-13 6.08159E-12 6.05924E-10 1.33209E-07 6.66046E-08 5.04757E-08
      H2CO          O         H2O          OH         HO2         H2O2         O3           O3         CO
    2.05279E-10 4.98649E-17 1.37069E-02 6.65782E-14 1.48869E-11 1.59826E-09 1.39748E-08 1.39748E-08 1.10910E-07
    5.49256E-11 9.67080E-16 6.73968E-05 1.60833E-13 6.06234E-12 2.69014E-10 6.65930E-08 6.65930E-08 5.04718E-08
 
      CH3OQH      CH3QOH      CH3OQ       CH3QO       N2Q          NQ          NOQ         HNOQ       HNO2Q
    1.27470E-09 1.27470E-09 8.61757E-12 8.61757E-12 2.95630E-07 3.78192E-12 1.63319E-11 5.44026E-14 2.60149E-10
    1.10544E-10 1.10544E-10 1.44789E-12 1.44789E-12 2.94936E-07 2.29560E-11 3.03651E-11 5.86469E-13 2.07274E-09
      CH3OOH      CH3OOH      CH3O2       CH3O2       N2O          NO          NO2         HNO2       HNO3
    1.27447E-09 1.27447E-09 8.61598E-12 8.61598E-12 2.95629E-07 3.77898E-12 8.15958E-12 2.71712E-14 6.58411E-11
    1.10527E-10 1.10527E-10 1.44766E-12 1.44766E-12 2.94936E-07 2.25828E-11 1.49873E-11 1.21873E-13 3.02410E-10
 
      HOQNO2      HO2NOQ       NO2Q       N2O4Q       N2QO4        OQ           SQ         SOQ       H2SO3Q        HSQ         COQ
    1.64167E-13 3.28495E-13 1.19497E-14 7.67494E-17 1.91874E-17 4.20074E-01 4.73274E-20 5.51638E-11 1.02516E-11 6.15996E-14 8.01124E-04
    6.29115E-11 1.27043E-10 4.16943E-14 7.34057E-14 1.83514E-14 4.20135E-01 1.68146E-18 2.83796E-10 1.29814E-09 2.33543E-13 8.63271E-04
      HO2NO2      HO2NO2       NO3        N2O5        N2O5         O2           SO         SO2        H2SO4        HSO         CO2
    1.64120E-13 1.64120E-13 3.75224E-15 1.84981E-17 1.84981E-17 2.10000E-01 4.73189E-20 2.75815E-11 2.19250E-12 6.15883E-14 4.00000E-04
    6.27160E-11 6.27160E-11 6.62649E-15 1.10749E-14 1.10749E-14 2.10031E-01 1.68107E-18 1.41896E-10 1.30545E-11 2.33483E-13 4.31015E-04


 NUMBER DENSITY OF ISOTOPES AND NORMAL SPECIES
      H2CQ          Q         H2Q          QH         HOQ         H2OQ         O2Q         OQO         CQ
    4.92905E+09 1.19732E+03 3.29062E+17 1.59922E+06 3.57493E+08 7.69049E+10 6.71102E+11 3.35551E+11 2.66273E+12
    5.03004E+08 8.85661E+03 6.17118E+14 5.59234E+06 5.56859E+07 5.54812E+09 1.21973E+12 6.09864E+11 4.62180E+11
      H2CO          O         H2O          OH         HO2         H2O2         O3           O3         CO
    4.92815E+09 1.19711E+03 3.29062E+17 1.59835E+06 3.57389E+08 3.83695E+10 3.35492E+11 3.35492E+11 2.66261E+12
    5.02925E+08 8.85506E+03 6.17118E+14 1.47267E+06 5.55098E+07 2.46322E+09 6.09757E+11 6.09757E+11 4.62144E+11
      CH3OQH      CH3QOH      CH3OQ       CH3QO       N2Q          NQ          NOQ         HNOQ       HNO2Q
    3.06017E+10 3.06017E+10 2.06882E+08 2.06882E+08 7.09719E+12 9.07924E+07 3.92079E+08 1.30604E+06 6.23853E+09
    1.01220E+09 1.01220E+09 1.32576E+07 1.32576E+07 2.70058E+12 2.10187E+08 2.78026E+08 5.36991E+06 1.89253E+10
      CH3OOH      CH3OOH      CH3O2       CH3O2       N2O          NO          NO2         HNO2       HNO3
    3.05961E+10 3.05961E+10 2.06844E+08 2.06844E+08 7.09718E+12 9.07221E+07 1.95887E+08 6.52299E+05 1.58065E+09
    1.01204E+09 1.01204E+09 1.32555E+07 1.32555E+07 2.70057E+12 2.06779E+08 1.37231E+08 1.11593E+06 2.76901E+09
      HOQNO2      HO2NOQ       NO2Q       N2O4Q       N2QO4        OQ           SQ         SOQ       H2SO3Q        HSQ         COQ
    1.97058E+06 7.88617E+06 2.86802E+05 1.84222E+03 4.60556E+02 1.00847E+19 1.13619E+00 1.32432E+09 2.46110E+08 1.47882E+06 1.92326E+16
    5.76048E+08 1.16321E+09 3.80769E+05 6.70808E+05 1.67702E+05 3.84696E+18 1.53962E+01 2.59858E+09 1.18864E+10 2.13843E+06 7.90453E+15
      HO2NO2      HO2NO2       NO3        N2O5        N2O5         O2           SO         SO2        H2SO4        HSO         CO2
    3.94002E+06 3.94002E+06 9.00801E+04 4.44085E+02 4.44085E+02 5.04148E+18 1.13599E+00 6.62149E+08 5.26354E+07 1.47855E+06 9.60281E+15
    5.74258E+08 5.74258E+08 6.06753E+04 1.01407E+05 1.01407E+05 1.92314E+18 1.53927E+01 1.29927E+09 1.19533E+08 2.13788E+06 3.94658E+15
 
      Q1D         H3CQ          HCQ       SQ21        SQ23        HSO2Q         SO2Q
    4.99767E-03 3.19412E+01 4.91557E-03 4.29324E-04 3.12113E-03 1.43410E-03 1.51473E+00
    2.55670E-02 2.17819E+01 1.36868E-03 3.30402E-03 2.36197E-02 1.95223E-02 3.13440E+03
      O1D         H3CO          HCO       SO21        SO23         HSO3         SO3
    4.99728E-03 3.19358E+01 4.91465E-03 2.14668E-04 1.56061E-03 4.77927E-04 5.04797E-01
    2.55630E-02 2.17782E+01 1.36844E-03 1.65211E-03 1.18106E-02 3.36729E-03 5.40680E+02
 
          MIXING RATIO OF ISOTOPIC SPECIES
Alt(km)   H2CQ        Q           H2Q         QH          HOQ         H2OQ        O2Q         OQO         CQ          CH3OQH  
   0.5   2.0532E-10  4.9874E-17  1.3707E-02  6.6615E-14  1.4891E-11  3.2034E-09  2.7954E-08  1.3977E-08  1.1091E-07  1.2747E-09
   1.5   2.1259E-10  7.0826E-17  8.9056E-03  9.0898E-14  1.5123E-11  3.2981E-09  3.4080E-08  1.7040E-08  9.9025E-08  1.2694E-09
   2.5   2.1053E-10  1.0439E-16  5.6523E-03  1.2539E-13  1.5123E-11  3.2392E-09  4.3115E-08  2.1557E-08  8.8788E-08  1.1798E-09
   3.5   1.9791E-10  1.5378E-16  3.3519E-03  1.7110E-13  1.4569E-11  2.9385E-09  5.4544E-08  2.7272E-08  8.0054E-08  9.9288E-10
   5.5   1.5095E-10  3.1007E-16  1.0428E-03  2.9993E-13  1.2178E-11  2.0080E-09  8.0965E-08  4.0482E-08  6.6443E-08  5.5995E-10
   7.5   9.0633E-11  5.6074E-16  2.8560E-04  4.4817E-13  8.9157E-12  1.1630E-09  1.0708E-07  5.3541E-08  5.7038E-08  2.6888E-10
   9.5   5.4934E-11  9.6725E-16  6.7397E-05  6.1076E-13  6.0816E-12  6.0592E-10  1.3321E-07  6.6605E-08  5.0476E-08  1.1054E-10
  11.5   3.0306E-11  1.9099E-15  8.7300E-04  3.0798E-13  3.1726E-12  1.8306E-10  1.8661E-07  9.3305E-08  4.2287E-08  2.4929E-11
  13.5   2.2408E-11  7.4756E-15  1.5671E-05  1.9970E-13  1.8294E-12  2.8465E-11  3.8909E-07  1.9454E-07  2.8705E-08  4.7207E-12
  15.5   1.8435E-11  3.3110E-14  1.3232E-05  2.2512E-13  1.4309E-12  1.0713E-11  9.1513E-07  4.5757E-07  1.7349E-08  1.6908E-12
  17.5   1.7572E-11  1.2619E-13  1.3327E-05  3.0438E-13  1.8140E-12  1.1814E-11  1.8506E-06  9.2531E-07  1.1742E-08  1.2751E-12
  19.5   1.9068E-11  4.1645E-13  1.3437E-05  4.8122E-13  3.0398E-12  2.2625E-11  3.2334E-06  1.6167E-06  9.4411E-09  1.5736E-12
  21.5   2.3167E-11  1.2612E-12  1.3547E-05  8.6109E-13  6.0387E-12  5.8376E-11  5.0631E-06  2.5315E-06  8.5967E-09  2.6670E-12
  23.5   3.0130E-11  3.6587E-12  1.3652E-05  1.6776E-12  1.3117E-11  1.6930E-10  7.4107E-06  3.7053E-06  8.3048E-09  5.1905E-12
  25.5   3.8818E-11  1.0195E-11  1.3751E-05  3.3971E-12  2.7812E-11  4.4862E-10  1.0375E-05  5.1875E-06  8.1239E-09  9.1562E-12
  27.5   4.8340E-11  2.7503E-11  1.3844E-05  7.0175E-12  5.5112E-11  9.9298E-10  1.3907E-05  6.9534E-06  7.9037E-09  1.3425E-11
  29.5   5.7069E-11  7.1078E-11  1.3933E-05  1.4715E-11  9.9152E-11  1.7297E-09  1.7495E-05  8.7476E-06  7.5717E-09  1.5723E-11
  31.5   6.2601E-11  1.7444E-10  1.4016E-05  3.1184E-11  1.5914E-10  2.2955E-09  2.0185E-05  1.0092E-05  7.0893E-09  1.4722E-11
  33.5   6.4721E-11  4.1217E-10  1.4093E-05  6.5305E-11  2.2583E-10  2.2788E-09  2.0731E-05  1.0366E-05  6.5922E-09  1.1502E-11
  35.5   6.3730E-11  9.4560E-10  1.4158E-05  1.3011E-10  2.8267E-10  1.7476E-09  1.8989E-05  9.4946E-06  6.1388E-09  7.8988E-12
  37.5   5.9258E-11  2.1403E-09  1.4200E-05  2.4650E-10  3.2650E-10  1.1844E-09  1.6273E-05  8.1367E-06  5.6434E-09  5.1662E-12
  39.5   5.3260E-11  4.9074E-09  1.4212E-05  4.3990E-10  3.6903E-10  8.1020E-10  1.3128E-05  6.5640E-06  5.1925E-09  3.5409E-12
  41.5   4.6595E-11  1.0774E-08  1.4188E-05  6.8246E-10  4.2038E-10  6.2705E-10  1.0108E-05  5.0539E-06  4.9336E-09  2.7443E-12
  43.5   3.9870E-11  2.0819E-08  1.4125E-05  8.9138E-10  4.7466E-10  5.4001E-10  7.5737E-06  3.7869E-06  5.0062E-09  2.3957E-12
  45.5   3.3702E-11  3.5216E-08  1.4022E-05  1.0326E-09  5.2003E-10  4.7662E-10  5.6083E-06  2.8042E-06  5.5138E-09  2.2222E-12
  47.5   2.8258E-11  5.4437E-08  1.3878E-05  1.1262E-09  5.5619E-10  4.1910E-10  4.1744E-06  2.0872E-06  6.5261E-09  2.1187E-12
  49.5   2.2676E-11  7.7564E-08  1.3691E-05  1.2159E-09  5.9365E-10  3.8839E-10  3.2842E-06  1.6421E-06  8.1066E-09  1.9620E-12
  51.5   1.8277E-11  1.0647E-07  1.3465E-05  1.3103E-09  6.3570E-10  3.6811E-10  2.6074E-06  1.3037E-06  1.0665E-08  1.8252E-12
  53.5   1.4552E-11  1.3836E-07  1.3211E-05  1.4359E-09  6.9153E-10  3.7415E-10  2.1459E-06  1.0729E-06  1.4643E-08  1.6481E-12
  55.5   1.1694E-11  1.7430E-07  1.2932E-05  1.6035E-09  7.6847E-10  3.9984E-10  1.7508E-06  8.7539E-07  2.0858E-08  1.4828E-12
  57.5   9.5198E-12  2.1347E-07  1.2633E-05  1.8375E-09  8.7976E-10  4.4927E-10  1.3868E-06  6.9341E-07  3.0367E-08  1.3400E-12
  59.5   7.8031E-12  2.5417E-07  1.2314E-05  2.1728E-09  1.0427E-09  5.3507E-10  1.0634E-06  5.3169E-07  4.4506E-08  1.2082E-12
  61.5   6.3868E-12  2.9656E-07  1.1977E-05  2.6423E-09  1.2725E-09  6.7269E-10  7.9369E-07  3.9684E-07  6.4967E-08  1.0731E-12
  63.5   4.8998E-12  3.2746E-07  1.1627E-05  3.2675E-09  1.5570E-09  9.1709E-10  6.4816E-07  3.2408E-07  9.3505E-08  8.8373E-13
  65.5   5.5084E-12  3.9286E-07  1.1261E-05  4.1599E-09  1.9990E-09  1.2095E-09  4.3465E-07  2.1732E-07  1.3323E-07  7.6360E-13
  67.5   1.0883E-11  4.4741E-07  1.0862E-05  5.5136E-09  2.6431E-09  1.7413E-09  3.0372E-07  1.5186E-07  1.8854E-07  6.4210E-13
  69.5   2.6646E-11  4.9954E-07  1.0431E-05  7.7698E-09  3.6925E-09  2.6872E-09  2.0537E-07  1.0268E-07  2.6245E-07  5.2643E-13
  71.5   5.5696E-11  5.6732E-07  9.9687E-06  1.1291E-08  5.2526E-09  4.0726E-09  1.3763E-07  6.8816E-08  3.5765E-07  4.1988E-13
  73.5   9.5862E-11  6.8900E-07  9.4327E-06  1.5972E-08  7.1506E-09  5.6279E-09  9.3363E-08  4.6681E-08  4.8651E-07  3.1810E-13
  75.5   1.4167E-10  9.0616E-07  8.7681E-06  2.1155E-08  8.9257E-09  6.8457E-09  6.6263E-08  3.3132E-08  6.6992E-07  2.1735E-13
  77.5   1.8622E-10  1.2926E-06  7.9776E-06  2.5737E-08  1.0059E-08  7.2116E-09  4.9085E-08  2.4542E-08  9.2154E-07  1.3091E-13
  79.5   2.1403E-10  1.8348E-06  7.0728E-06  3.4195E-08  1.1850E-08  6.7303E-09  3.3831E-08  1.6916E-08  1.2556E-06  6.7932E-14
  81.5   2.6074E-10  1.3716E-05  5.9190E-06  1.3045E-08  4.7625E-09  3.1414E-09  9.1444E-08  4.5722E-08  1.6958E-06  2.5920E-14
  83.5   1.5615E-10  1.2332E-04  4.6995E-06  3.2114E-09  8.8820E-10  9.4181E-10  3.5187E-07  1.7593E-07  2.1991E-06  8.9806E-15
  85.5   7.0053E-11  4.8153E-04  3.6512E-06  1.4946E-09  2.4620E-10  2.7287E-10  7.3682E-07  3.6841E-07  2.7254E-06  3.0900E-15
  87.5   3.3904E-11  1.2661E-03  2.8069E-06  8.2465E-10  8.2971E-11  7.8043E-11  1.0265E-06  5.1327E-07  3.2653E-06  1.0688E-15
  89.5   1.9396E-11  2.6344E-03  2.1450E-06  4.8501E-10  3.2232E-11  2.1966E-11  1.1855E-06  5.9274E-07  3.8160E-06  3.7133E-16
  91.5   1.1272E-11  4.7184E-03  1.6363E-06  2.7791E-10  1.3601E-11  6.0813E-12  1.0983E-06  5.4915E-07  4.3750E-06  1.3012E-16
  93.5   7.3091E-12  7.5984E-03  1.2511E-06  1.5932E-10  6.2093E-12  1.6559E-12  9.3718E-07  4.6859E-07  4.9410E-06  4.5938E-17
  95.5   5.1774E-12  1.1276E-02  9.6871E-07  9.0010E-11  3.0137E-12  4.4974E-13  7.3476E-07  3.6738E-07  5.5078E-06  1.6481E-17
  97.5   3.9549E-12  1.5662E-02  7.7507E-07  4.9722E-11  1.5356E-12  1.2629E-13  5.2810E-07  2.6405E-07  6.0685E-06  6.2429E-18
  99.5   3.2583E-12  2.0579E-02  6.6317E-07  2.6916E-11  8.1377E-13  4.8538E-14  3.4940E-07  1.7470E-07  6.6155E-06  3.1487E-18
Alt(km)   H2CQ        Q           H2Q         QH          HOQ         H2OQ        O2Q         OQO         CQ          CH3OQH  
 
   TPI   1.7687E+11  1.1668E+20  9.1670E+11  8.0243E+12  6.7946E+12  3.6919E+11  6.6392E+15  3.3196E+15  1.7649E+11  1.7060E+11
   TLI   1.7588E+11  1.1668E+20  3.6631E+11  8.6481E+12  6.7943E+12  3.5381E+11  6.6391E+15  3.3196E+15  5.2253E+11  1.6448E+11
 
Alt(km)   CH3QOH      CH3OQ       CH3QO       N2Q         NQ          NOQ         HNOQ        HNO2Q       HOQNO2      HO2NOQ  
   0.5   1.2747E-09  8.6176E-12  8.6176E-12  2.9563E-07  3.7819E-12  1.6332E-11  5.4403E-14  2.6015E-10  1.6417E-13  3.2850E-13
   1.5   1.2694E-09  8.4734E-12  8.4734E-12  2.9558E-07  4.6882E-12  1.8787E-11  7.7611E-14  4.1665E-10  4.1530E-13  8.3136E-13
   2.5   1.1798E-09  8.0974E-12  8.0974E-12  2.9553E-07  5.8192E-12  2.1958E-11  1.1124E-13  6.4125E-10  1.0919E-12  2.1872E-12
   3.5   9.9288E-10  7.1978E-12  7.1978E-12  2.9547E-07  7.4846E-12  2.6180E-11  1.6166E-13  9.0713E-10  2.9305E-12  5.8741E-12
   5.5   5.5995E-10  4.8139E-12  4.8139E-12  2.9533E-07  1.2166E-11  3.3871E-11  3.1420E-13  1.5165E-09  1.8722E-11  3.7611E-11
   7.5   2.6888E-10  2.8609E-12  2.8609E-12  2.9516E-07  1.4807E-11  2.9449E-11  3.8885E-13  2.2554E-09  5.3419E-11  1.0786E-10
   9.5   1.1054E-10  1.4479E-12  1.4479E-12  2.9494E-07  2.2956E-11  3.0365E-11  5.8647E-13  2.0727E-09  6.2912E-11  1.2704E-10
  11.5   2.4929E-11  5.3693E-13  5.3693E-13  2.9431E-07  4.4977E-11  4.1343E-11  5.4620E-13  1.9066E-09  4.2651E-11  8.5787E-11
  13.5   4.7207E-12  3.1696E-13  3.1696E-13  2.9109E-07  7.9537E-11  1.0008E-10  4.6588E-13  2.4457E-09  4.0453E-11  8.0950E-11
  15.5   1.6908E-12  1.9512E-13  1.9512E-13  2.8161E-07  1.4436E-10  3.0215E-10  5.5919E-13  5.4486E-09  6.4232E-11  1.2847E-10
  17.5   1.2751E-12  1.6117E-13  1.6117E-13  2.6484E-07  2.2942E-10  7.0280E-10  6.9242E-13  1.0871E-08  1.1459E-10  2.2920E-10
  19.5   1.5736E-12  1.7475E-13  1.7475E-13  2.4238E-07  3.2217E-10  1.2544E-09  8.7734E-13  1.7781E-08  1.8738E-10  3.7477E-10
  21.5   2.6670E-12  2.3846E-13  2.3846E-13  2.1706E-07  4.1548E-10  1.8864E-09  1.1262E-12  2.4984E-08  2.7425E-10  5.4852E-10
  23.5   5.1905E-12  3.7336E-13  3.7336E-13  1.9040E-07  5.1840E-10  2.6338E-09  1.4854E-12  3.1711E-08  3.6711E-10  7.3423E-10
  25.5   9.1562E-12  5.7229E-13  5.7229E-13  1.6311E-07  6.7445E-10  3.6649E-09  2.1155E-12  3.7290E-08  4.4607E-10  8.9213E-10
  27.5   1.3425E-11  8.1450E-13  8.1450E-13  1.3542E-07  9.4927E-10  5.2601E-09  3.3177E-12  4.0968E-08  4.9313E-10  9.8625E-10
  29.5   1.5723E-11  1.0587E-12  1.0587E-12  1.0811E-07  1.4528E-09  7.6307E-09  5.7426E-12  4.1892E-08  4.7630E-10  9.5259E-10
  31.5   1.4722E-11  1.2718E-12  1.2718E-12  8.2369E-08  2.3437E-09  1.0542E-08  1.0601E-11  3.9597E-08  3.7703E-10  7.5405E-10
  33.5   1.1502E-11  1.4776E-12  1.4776E-12  5.9857E-08  3.8337E-09  1.3260E-08  1.9138E-11  3.3874E-08  2.3416E-10  4.6830E-10
  35.5   7.8988E-12  1.6880E-12  1.6880E-12  4.1706E-08  6.0893E-09  1.4620E-08  3.1065E-11  2.5421E-08  1.1395E-10  2.2790E-10
  37.5   5.1662E-12  1.9027E-12  1.9027E-12  2.8456E-08  8.9780E-09  1.3426E-08  4.5102E-11  1.6538E-08  4.4841E-11  8.9679E-11
  39.5   3.5409E-12  2.1704E-12  2.1704E-12  1.9296E-08  1.2035E-08  9.9560E-09  5.6827E-11  8.8921E-09  1.4762E-11  2.9523E-11
  41.5   2.7443E-12  2.4401E-12  2.4401E-12  1.3154E-08  1.4235E-08  6.0190E-09  5.5611E-11  3.7097E-09  4.4785E-12  8.9564E-12
  43.5   2.3957E-12  2.6593E-12  2.6593E-12  9.1077E-09  1.4912E-08  3.2592E-09  4.1145E-11  1.2632E-09  1.3812E-12  2.7623E-12
  45.5   2.2222E-12  2.8511E-12  2.8511E-12  6.4436E-09  1.4530E-08  1.7471E-09  2.5420E-11  3.9600E-10  4.4666E-13  8.9326E-13
