 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  1.16E+14 cm-2s-1
    4.92814E+09 1.19710E+03 3.29062E+17 1.59838E+06 3.57393E+08 3.83699E+10 3.35488E+11 3.35488E+11 2.66260E+12
    5.02908E+08 8.85575E+03 6.17087E+14 1.47271E+06 5.55088E+07 2.46309E+09 6.09748E+11 6.09748E+11 4.62122E+11
 
      CH3OQH      CH3QOH      CH3OQ       CH3QO       N2Q          NQ          NOQ         HNOQ       HNO2Q
    3.05964E+10 3.05964E+10 2.06846E+08 2.06846E+08 7.09736E+12 9.07216E+07 3.91770E+08 1.30462E+06 4.74197E+09
    1.01197E+09 1.01197E+09 1.32551E+07 1.32551E+07 2.70052E+12 2.06782E+08 2.74461E+08 2.23190E+06 8.30686E+09
      CH3OOH      CH3OOH      CH3O2       CH3O2       N2O          NO          NO2         HNO2       HNO3
    3.05964E+10 3.05964E+10 2.06846E+08 2.06846E+08 7.09736E+12 9.07216E+07 1.95885E+08 6.52309E+05 1.58066E+09
    1.01197E+09 1.01197E+09 1.32551E+07 1.32551E+07 2.70052E+12 2.06782E+08 1.37231E+08 1.11595E+06 2.76895E+09
 
      HOQNO2      HO2NOQ       NO2Q       N2O4Q       N2QO4        OQ           SQ         SOQ       H2SO3Q
    3.94002E+06 7.88003E+06 2.70235E+05 1.77628E+03 4.44070E+02 1.00830E+19 1.13599E+00 1.32429E+09 2.10545E+08
    5.74223E+08 1.14845E+09 1.82025E+05 4.05640E+05 1.01410E+05 3.84611E+18 1.53934E+01 2.59847E+09 4.78130E+08
      HO2NO2      HO2NO2       NO3        N2O5        N2O5         O2           SO         SO2        H2SO4
    3.94002E+06 3.94002E+06 9.00784E+04 4.44070E+02 4.44070E+02 5.04148E+18 1.13599E+00 6.62145E+08 5.26362E+07
    5.74223E+08 5.74223E+08 6.06752E+04 1.01410E+05 1.01410E+05 1.92305E+18 1.53934E+01 1.29924E+09 1.19532E+08
      HO2         HO2NO2
    3.57393E+08 3.94002E+06
    5.55088E+07 5.74223E+08
 
          MIXING RATIO OF ISOTOPIC SPECIES
Alt(km)   H2CQ        Q           H2Q         QH          HOQ         H2OQ        O2Q         OQO         CQ          CH3OQH  
   0.5   1.5206E-17  2.5133E-23  1.3707E-02  1.8051E-14  1.1097E-13  1.4322E-11  8.0356E-15  8.8244E-16  8.3927E-08  1.0132E-16
   1.5   1.9450E-17  3.5014E-23  8.9056E-03  1.9740E-14  1.1902E-13  1.5337E-11  9.6832E-15  1.3123E-15  7.2105E-08  1.1599E-16
   2.5   2.4332E-17  5.1554E-23  5.6523E-03  2.1295E-14  1.2777E-13  1.5758E-11  1.3160E-14  2.4102E-15  6.2083E-08  1.3722E-16
   3.5   3.1033E-17  7.7082E-23  3.3519E-03  2.1115E-14  1.2463E-13  1.4514E-11  1.8227E-14  4.5042E-15  5.3752E-08  1.5158E-16
   5.5   4.4830E-17  1.8167E-22  1.0428E-03  1.6395E-14  8.7570E-14  9.0275E-12  3.6728E-14  1.3183E-14  4.1482E-08  1.5388E-16
   7.5   4.7419E-17  4.2388E-22  2.8560E-04  9.4959E-15  4.6816E-14  4.1364E-12  7.1978E-14  3.1273E-14  3.3781E-08  1.2606E-16
   9.5   4.9695E-17  1.0711E-21  6.7397E-05  4.2156E-15  1.5001E-14  1.5049E-12  1.3979E-13  6.6243E-14  2.8867E-08  8.3334E-17
  11.5   6.7244E-17  4.6079E-21  1.2183E-05  1.6000E-15  3.4000E-15  2.9349E-13  4.4447E-13  2.1880E-13  2.3165E-08  4.1080E-17
  13.5   2.0762E-16  7.0035E-20  9.7648E-06  4.0196E-15  9.8506E-15  8.0021E-14  3.6411E-12  1.8144E-12  1.3866E-08  4.0049E-17
  15.5   5.5084E-16  9.9157E-19  9.5150E-06  9.9834E-15  3.0582E-14  1.2620E-13  2.7396E-11  1.3687E-11  6.0886E-09  4.9652E-17
  17.5   1.1641E-15  8.3664E-18  9.0770E-06  1.7622E-14  6.5668E-14  2.3614E-13  1.2266E-10  6.1316E-11  2.2771E-09  8.4493E-17
  19.5   2.1931E-15  4.7911E-17  8.4969E-06  2.8000E-14  1.2352E-13  5.0769E-13  3.7193E-10  1.8595E-10  7.7604E-10  1.8170E-16
  21.5   3.9434E-15  2.1466E-16  7.8515E-06  4.4331E-14  2.2979E-13  1.2473E-12  8.6159E-10  4.3077E-10  2.5322E-10  4.5646E-16
  23.5   6.9017E-15  8.3806E-16  7.1802E-06  7.1545E-14  4.2923E-13  3.2212E-12  1.6971E-09  8.4852E-10  8.3386E-11  1.1939E-15
  25.5   1.1290E-14  2.9656E-15  6.4980E-06  1.1848E-13  7.6317E-13  7.5091E-12  3.0170E-09  1.5085E-09  3.9223E-11  2.6697E-15
  27.5   1.7212E-14  9.7958E-15  5.8039E-06  2.0224E-13  1.2675E-12  1.4716E-11  4.9517E-09  2.4758E-09  4.7474E-11  4.7850E-15
  29.5   2.4272E-14  3.0247E-14  5.1032E-06  3.5660E-13  1.9255E-12  2.2903E-11  7.4419E-09  3.7209E-09  9.0885E-11  6.6871E-15
  31.5   3.1233E-14  8.7094E-14  4.4061E-06  6.4190E-13  2.6178E-12  2.7159E-11  1.0073E-08  5.0364E-09  1.6794E-10  7.3402E-15
  33.5   3.7227E-14  2.3727E-13  3.7369E-06  1.1274E-12  3.0907E-12  2.3495E-11  1.1927E-08  5.9635E-09  2.7558E-10  6.6107E-15
  35.5   4.1639E-14  6.1838E-13  3.1190E-06  1.8203E-12  3.0779E-12  1.4894E-11  1.2409E-08  6.2047E-09  4.0126E-10  5.1566E-15
  37.5   4.3375E-14  1.5683E-12  2.5840E-06  2.7073E-12  2.6545E-12  7.8179E-12  1.1914E-08  5.9570E-09  5.2023E-10  3.7789E-15
  39.5   4.2938E-14  3.9605E-12  2.1392E-06  3.5731E-12  1.9758E-12  3.6970E-12  1.0585E-08  5.2926E-09  6.2881E-10  2.8536E-15
  41.5   4.1139E-14  9.5226E-12  1.7871E-06  3.8302E-12  1.3791E-12  1.8161E-12  8.9254E-09  4.4627E-09  7.8373E-10  2.4226E-15
  43.5   3.8036E-14  1.9881E-11  1.5229E-06  3.4613E-12  1.1365E-12  1.0984E-12  7.2262E-09  3.6131E-09  1.0707E-09  2.2856E-15
  45.5   3.4506E-14  3.6091E-11  1.3289E-06  2.9649E-12  1.1378E-12  8.1310E-13  5.7430E-09  2.8715E-09  1.5698E-09  2.2756E-15
  47.5   3.0864E-14  5.9512E-11  1.1821E-06  2.5891E-12  1.2338E-12  6.6964E-13  4.5600E-09  2.2800E-09  2.3684E-09  2.3144E-15
  49.5   2.6306E-14  9.0058E-11  1.0646E-06  2.4348E-12  1.3788E-12  6.1276E-13  3.8105E-09  1.9052E-09  3.5796E-09  2.2765E-15
  51.5   2.2488E-14  1.3112E-10  9.6700E-07  2.4144E-12  1.5604E-12  5.8754E-13  3.2087E-09  1.6044E-09  5.4291E-09  2.2460E-15
  53.5   1.8934E-14  1.8020E-10  8.8481E-07  2.5555E-12  1.7945E-12  6.1135E-13  2.7928E-09  1.3964E-09  8.1729E-09  2.1443E-15
  55.5   1.6048E-14  2.3943E-10  8.1302E-07  2.8358E-12  2.1042E-12  6.7331E-13  2.4032E-09  1.2016E-09  1.2268E-08  2.0348E-15
  57.5   1.3764E-14  3.0898E-10  7.4828E-07  3.2989E-12  2.5399E-12  7.8390E-13  2.0057E-09  1.0029E-09  1.8315E-08  1.9370E-15
  59.5   1.1864E-14  3.8693E-10  6.8857E-07  4.0199E-12  3.1679E-12  9.7116E-13  1.6175E-09  8.0875E-10  2.7084E-08  1.8365E-15
  61.5   1.0192E-14  4.7392E-10  6.3264E-07  5.0814E-12  4.0603E-12  1.2741E-12  1.2673E-09  6.3365E-10  3.9550E-08  1.7115E-15
  63.5   8.1988E-15  5.4880E-10  5.8037E-07  6.5749E-12  5.2116E-12  1.8101E-12  1.0853E-09  5.4267E-10  5.6716E-08  1.4765E-15
  65.5   9.7038E-15  6.9022E-10  5.3091E-07  8.7525E-12  7.0170E-12  2.5103E-12  7.6289E-10  3.8145E-10  8.0382E-08  1.3372E-15
  67.5   2.0236E-14  8.2556E-10  4.8183E-07  1.2286E-11  9.7472E-12  3.8213E-12  5.5984E-10  2.7992E-10  1.1309E-07  1.1796E-15
  69.5   5.2184E-14  9.7024E-10  4.3374E-07  1.8649E-11  1.4337E-11  6.2380E-12  3.9844E-10  1.9922E-10  1.5652E-07  1.0163E-15
  71.5   1.1491E-13  1.1622E-09  3.8764E-07  2.9413E-11  2.1510E-11  9.9585E-12  2.8160E-10  1.4080E-10  2.1203E-07  8.5312E-16
  73.5   2.0993E-13  1.4998E-09  3.4122E-07  4.4779E-11  3.1114E-11  1.4533E-11  2.0297E-10  1.0149E-10  2.8635E-07  6.8391E-16
  75.5   3.3442E-13  2.1283E-09  2.9244E-07  6.2913E-11  4.1897E-11  1.8833E-11  1.5542E-10  7.7707E-11  3.9058E-07  5.0020E-16
  77.5   4.8224E-13  3.3348E-09  2.4410E-07  8.0754E-11  5.1861E-11  2.1327E-11  1.2644E-10  6.3219E-11  5.3084E-07  3.2646E-16
  79.5   6.2102E-13  5.3084E-09  1.9891E-07  1.1300E-10  6.8513E-11  2.1364E-11  9.7736E-11  4.8868E-11  7.1278E-07  1.8508E-16
  81.5   8.5997E-13  4.5655E-08  1.5834E-07  4.5512E-11  3.1451E-11  1.0400E-11  3.0423E-10  1.5212E-10  9.4660E-07  7.4254E-17
  83.5   5.9266E-13  4.7991E-07  1.2374E-07  1.2769E-11  6.8764E-12  3.1556E-12  1.3683E-09  6.8416E-10  1.2047E-06  2.6151E-17
  85.5   3.1986E-13  2.2394E-06  9.5602E-08  7.0269E-12  2.2812E-12  9.1812E-13  3.4241E-09  1.7121E-09  1.4623E-06  9.0862E-18
  87.5   1.9082E-13  7.2034E-06  7.3344E-08  4.7225E-12  9.4126E-13  2.6306E-13  5.8358E-09  2.9179E-09  1.7126E-06  3.1644E-18
  89.5   1.3711E-13  1.8758E-05  5.6006E-08  3.4677E-12  4.5784E-13  7.4106E-14  8.4330E-09  4.2165E-09  1.9545E-06  1.1050E-18
  91.5   1.0153E-13  4.2737E-05  4.2711E-08  2.5247E-12  2.4585E-13  2.0526E-14  9.9368E-09  4.9684E-09  2.1912E-06  3.8876E-19
  93.5   8.5202E-14  8.8970E-05  3.2650E-08  1.8692E-12  1.4513E-13  5.5908E-15  1.0959E-08  5.4793E-09  2.4331E-06  1.3771E-19
  95.5   7.7230E-14  1.6876E-04  2.5280E-08  1.3491E-12  9.0061E-14  1.5187E-15  1.0981E-08  5.4907E-09  2.6982E-06  4.9546E-20
  97.5   7.4387E-14  2.9543E-04  2.0225E-08  9.3866E-13  5.7856E-14  4.2650E-16  9.9467E-09  4.9733E-09  3.0171E-06  1.8814E-20
  99.5   7.5276E-14  4.7830E-04  1.7304E-08  6.2445E-13  3.7786E-14  1.6393E-16  8.0954E-09  4.0476E-09  3.4357E-06  9.5042E-21
Alt(km)   H2CQ        Q           H2Q         QH          HOQ         H2OQ        O2Q         OQO         CQ          CH3OQH  
 
   TPI   1.7684E+11  1.1665E+20  6.4528E+11  7.3543E+12  1.3461E+13  1.8157E+11  6.6379E+15  3.3189E+15  1.7645E+11  1.7057E+11
   TLI   1.7585E+11  1.1665E+20  3.4228E+11  7.9640E+12  7.3479E+12  2.8511E+11  6.6378E+15  3.3189E+15  5.2250E+11  1.6445E+11
 
Alt(km)   CH3QOH      CH3OQ       CH3QO       N2Q         NQ          NOQ         HNOQ        HNO2Q       HOQNO2      HO2NOQ  
   0.5   1.0132E-16  6.0748E-19  6.0748E-19  2.9501E-07  4.2777E-14  1.1355E-13  7.6683E-15  1.4081E-11  1.2235E-15  2.2829E-15
   1.5   1.1599E-16  7.0289E-19  7.0289E-19  2.9496E-07  5.0521E-14  1.2674E-13  9.2847E-15  2.0142E-11  3.2689E-15  5.6048E-15
   2.5   1.3722E-16  9.1408E-19  9.1408E-19  2.9491E-07  5.9385E-14  1.4288E-13  1.1056E-14  2.6681E-11  9.2250E-15  1.4204E-14
   3.5   1.5158E-16  1.1283E-18  1.1283E-18  2.9485E-07  7.0169E-14  1.5787E-13  1.2504E-14  3.1619E-11  2.5044E-14  3.5237E-14
   5.5   1.5388E-16  1.4713E-18  1.4713E-18  2.9471E-07  9.7896E-14  1.6983E-13  1.2403E-14  3.3693E-11  1.3344E-13  1.8666E-13
   7.5   1.2606E-16  1.5804E-18  1.5804E-18  2.9454E-07  8.6216E-14  1.0484E-13  6.7586E-15  2.7556E-11  2.7236E-13  4.0605E-13
   9.5   8.3334E-17  1.3748E-18  1.3748E-18  2.9432E-07  6.8193E-14  5.4145E-14  3.5659E-15  2.0996E-11  1.7806E-13  2.4012E-13
  11.5   4.1080E-17  1.2259E-18  1.2259E-18  2.9369E-07  1.1143E-14  9.4968E-15  1.8201E-15  1.5139E-11  5.7818E-14  1.8577E-14
  13.5   4.0049E-17  2.9468E-18  2.9468E-18  2.9048E-07  2.2275E-14  2.6136E-14  4.7939E-15  2.4023E-11  2.2286E-13  2.1041E-14
  15.5   4.9652E-17  5.8329E-18  5.8329E-18  2.8100E-07  5.3138E-14  1.0634E-13  1.2641E-14  9.3815E-11  1.3773E-12  4.5169E-14
  17.5   8.4493E-17  1.0677E-17  1.0677E-17  2.6425E-07  9.5474E-14  2.8410E-13  2.0504E-14  2.3604E-10  4.1441E-12  9.2628E-14
  19.5   1.8170E-16  2.0097E-17  2.0097E-17  2.4182E-07  1.5439E-13  5.8934E-13  2.6143E-14  3.8721E-10  7.6023E-12  1.7612E-13
  21.5   4.5646E-16  4.0578E-17  4.0578E-17  2.1654E-07  2.3745E-13  1.0626E-12  2.9711E-14  4.8043E-10  1.0421E-11  3.0907E-13
  23.5   1.1939E-15  8.5501E-17  8.5501E-17  1.8992E-07  3.5644E-13  1.7904E-12  3.2531E-14  5.0494E-10  1.2002E-11  4.9939E-13
  25.5   2.6697E-15  1.6642E-16  1.6642E-16  1.6267E-07  5.5057E-13  2.9632E-12  3.8071E-14  4.8437E-10  1.2236E-11  7.2183E-13
  27.5   4.7850E-15  2.8998E-16  2.8998E-16  1.3504E-07  8.9927E-13  4.9417E-12  4.9706E-14  4.3873E-10  1.1341E-11  9.2744E-13
  29.5   6.6871E-15  4.5026E-16  4.5026E-16  1.0779E-07  1.5640E-12  8.1545E-12  7.3067E-14  3.7824E-10  9.2515E-12  1.0189E-12
  31.5   7.3402E-15  6.3458E-16  6.3458E-16  8.2106E-08  2.8119E-12  1.2564E-11  1.1598E-13  3.0748E-10  6.2039E-12  8.9879E-13
  33.5   6.6107E-15  8.5003E-16  8.5003E-16  5.9651E-08  4.9013E-12  1.6848E-11  1.7805E-13  2.2560E-10  3.2064E-12  5.9431E-13
  35.5   5.1566E-15  1.1031E-15  1.1031E-15  4.1551E-08  7.8069E-12  1.8633E-11  2.3780E-13  1.4123E-10  1.2418E-12  2.8972E-13
  37.5   3.7789E-15  1.3931E-15  1.3931E-15  2.8341E-08  1.1225E-11  1.6686E-11  2.7627E-13  7.4854E-11  3.6509E-13  1.1103E-13
  39.5   2.8536E-15  1.7503E-15  1.7503E-15  1.9211E-08  1.4289E-11  1.1744E-11  2.6473E-13  3.1455E-11  7.9275E-14  3.4654E-14
  41.5   2.4226E-15  2.1551E-15  2.1551E-15  1.3092E-08  1.6197E-11  6.8017E-12  1.8776E-13  9.9233E-12  1.4748E-14  1.0066E-14
  43.5   2.2856E-15  2.5378E-15  2.5378E-15  9.0613E-09  1.7159E-11  3.7260E-12  1.0357E-13  2.6499E-12  3.3131E-15  3.1389E-15
  45.5   2.2756E-15  2.9202E-15  2.9202E-15  6.4090E-09  1.7742E-11  2.1209E-12  5.2006E-14  7.0940E-13  9.7682E-16  1.0770E-15
  47.5   2.3144E-15  3.3479E-15  3.3479E-15  4.6242E-09  1.8069E-11  1.2685E-12  2.6163E-14  2.0562E-13  3.3478E-16  3.9390E-16
  49.5   2.2765E-15  3.5369E-15  3.5369E-15  3.3883E-09  1.8339E-11  7.9100E-13  1.4948E-14  7.0623E-14  1.3310E-16  1.6450E-16
  51.5   2.2460E-15  3.7230E-15  3.7230E-15  2.5210E-09  1.8572E-11  5.1091E-13  8.9790E-15  2.6992E-14  5.6215E-17  7.2709E-17
  53.5   2.1443E-15  3.6175E-15  3.6175E-15  1.9151E-09  1.8964E-11  3.4649E-13  6.0687E-15  1.2091E-14  2.6711E-17  3.6761E-17
  55.5   2.0348E-15  3.4341E-15  3.4341E-15  1.4808E-09  1.9461E-11  2.4827E-13  4.3088E-15  6.0790E-15  1.3610E-17  2.0094E-17
  57.5   1.9370E-15  3.2313E-15  3.2313E-15  1.1604E-09  1.9979E-11  1.9126E-13  3.1524E-15  3.3804E-15  7.5131E-18  1.1961E-17
  59.5   1.8365E-15  2.9834E-15  2.9834E-15  9.1812E-10  2.0346E-11  1.6040E-13  2.3684E-15  2.1087E-15  4.6160E-18  7.8943E-18
  61.5   1.7115E-15  2.6823E-15  2.6823E-15  7.3051E-10  2.0405E-11  1.4536E-13  1.8067E-15  1.4729E-15  3.1578E-18  5.7137E-18
  63.5   1.4765E-15  1.9529E-15  1.9529E-15  5.8413E-10  2.0217E-11  1.4498E-13  1.5914E-15  1.2577E-15  2.7088E-18  5.2518E-18
  65.5   1.3372E-15  1.8326E-15  1.8326E-15  4.6741E-10  1.9921E-11  1.4082E-13  1.1234E-15  9.5970E-16  1.9579E-18  3.7247E-18
  67.5   1.1796E-15  1.4970E-15  1.4970E-15  3.6922E-10  1.9683E-11  1.5021E-13  9.0505E-16  8.2701E-16  1.6767E-18  3.2572E-18
  69.5   1.0163E-15  1.1762E-15  1.1762E-15  2.8722E-10  1.9600E-11  1.7139E-13  7.8097E-16  7.9806E-16  1.5953E-18  3.1428E-18
  71.5   8.5312E-16  9.0301E-16  9.0301E-16  2.1963E-10  1.9697E-11  1.9298E-13  6.9182E-16  7.6707E-16  1.4888E-18  2.9698E-18
  73.5   6.8391E-16  6.9327E-16  6.9327E-16  1.6088E-10  1.9981E-11  1.9149E-13  5.7828E-16  6.3965E-16  1.1613E-18  2.2995E-18
  75.5   5.0020E-16  5.0254E-16  5.0254E-16  1.0796E-10  2.0447E-11  1.6001E-13  4.4682E-16  4.3640E-16  7.1891E-19  1.3895E-18
  77.5   3.2646E-16  3.3484E-16  3.3484E-16  6.4236E-11  2.0980E-11  1.1143E-13  3.1363E-16  2.4055E-16  3.4943E-19  6.4342E-19
  79.5   1.8508E-16  2.0077E-16  2.0077E-16  3.1599E-11  2.1231E-11  7.3008E-14  2.3045E-16  1.1359E-16  1.5024E-19  2.8247E-19
  81.5   7.4254E-17  6.8202E-17  6.8202E-17  1.0860E-11  2.0218E-11  6.8518E-15  5.1577E-17  2.9017E-17  1.8930E-20  7.6268E-21
  83.5   2.6151E-17  3.7918E-17  3.7918E-17  2.7484E-12  1.8009E-11  3.0099E-16  6.3923E-18  6.0077E-18  1.3028E-21  3.8159E-23
  85.5   9.0862E-18  2.8868E-17  2.8868E-17  6.4856E-13  1.5755E-11  6.8303E-17  1.4493E-18  1.2421E-18  9.0289E-23  1.3397E-24
  87.5   3.1644E-18  2.4565E-17  2.4565E-17  1.6690E-13  1.3872E-11  3.6966E-17  3.7502E-19  2.5832E-19  6.4254E-24  1.2043E-25
  89.5   1.1050E-18  2.2284E-17  2.2284E-17  4.9912E-14  1.2442E-11  2.4615E-17  1.0608E-19  5.3789E-20  4.7039E-25  1.5316E-26
  91.5   3.8876E-19  2.1020E-17  2.1020E-17  1.7885E-14  1.1454E-11  1.7055E-17  2.8571E-20  1.1284E-20  3.6287E-26  2.0303E-27
  93.5   1.3771E-19  2.0210E-17  2.0210E-17  7.6338E-15  1.0855E-11  1.2454E-17  8.1181E-21  2.3808E-21  3.0539E-27  3.1568E-28
  95.5   4.9546E-20  1.9509E-17  1.9509E-17  3.8643E-15  1.0580E-11  9.3804E-18  2.3623E-21  5.0887E-22  3.0077E-28  5.4433E-29
  97.5   1.8814E-20  1.8720E-17  1.8720E-17  2.3568E-15  1.0542E-11  7.2576E-18  6.9187E-22  1.1261E-22  3.7324E-29  1.0096E-29
  99.5   9.5042E-21  1.7736E-17  1.7736E-17  1.8177E-15  1.0587E-11  5.7211E-18  2.0685E-22  3.3667E-23  6.8820E-30  1.9601E-30
Alt(km)   CH3QOH      CH3OQ       CH3QO       N2Q         NQ          NOQ         HNOQ        HNO2Q       HOQNO2      HO2NOQ  
 
   TPI   1.7057E+11  2.9480E+11  2.9480E+11  3.6282E+06  2.3001E+13  4.6293E+13  2.1351E+10  1.5779E+11  7.5180E+10  1.5036E+11
   TLI   1.6445E+11  2.9459E+11  2.9459E+11  1.1236E+09  2.3001E+13  4.6293E+13  2.1351E+10  1.5542E+11  7.5178E+10  1.5018E+11
 
Alt(km)   NO2Q        N2O4Q       N2QO4       OQ          SQ          SOQ         H2SO3Q      HSQ         COQ     
   0.5   1.9672E-16  9.8189E-19  2.4546E-19  2.6261E-08  3.2683E-14  2.0656E-06  3.6426E-06  4.1417E-18  7.8899E-04
   1.5   2.9936E-16  2.5120E-18  6.2796E-19  3.2127E-08  4.7690E-14  3.5469E-06  7.5623E-06  4.9995E-18  7.9792E-04
   2.5   4.3891E-16  6.5996E-18  1.6498E-18  4.6688E-08  7.0394E-14  4.6899E-06  1.2118E-05  5.7054E-18  8.0656E-04
   3.5   5.6523E-16  1.6850E-17  4.2123E-18  6.8347E-08  1.0541E-13  5.6402E-06  1.7113E-05  6.4336E-18  8.1476E-04
   5.5   6.6651E-16  8.1287E-17  2.0319E-17  1.3597E-07  2.4708E-13  7.3755E-06  2.7440E-05  7.0889E-18  8.2910E-04
   7.5   5.2082E-16  1.9377E-16  4.8423E-17  2.4532E-07  6.2006E-13  9.0229E-06  3.6384E-05  5.2285E-18  8.3894E-04
   9.5   3.9605E-16  5.5498E-16  1.3858E-16  4.1782E-07  1.6795E-12  9.0012E-06  4.2487E-05  2.6753E-18  8.4129E-04
  11.5   2.7733E-16  1.4989E-15  3.7469E-16  9.8258E-07  1.8043E-18  4.0510E-06  4.7228E-05  1.7326E-19  8.4047E-04
  13.5   2.9590E-16  3.5628E-15  8.9071E-16  3.9113E-06  9.1911E-18  8.6225E-07  4.9995E-05  2.1141E-19  8.3705E-04
  15.5   7.9777E-16  2.2199E-14  5.5499E-15  1.2558E-05  1.3273E-17  1.0397E-07  4.9505E-05  6.6122E-19  8.2955E-04
  17.5   1.7348E-15  8.4176E-14  2.1044E-14  2.7827E-05  1.0746E-17  1.1088E-08  4.7384E-05  4.7081E-23  8.1821E-04
  19.5   3.0879E-15  1.9593E-13  4.8982E-14  4.8301E-05  1.2505E-17  2.3047E-09  4.4407E-05  1.6740E-25  8.0440E-04
  21.5   4.8890E-15  3.3017E-13  8.2542E-14  7.1462E-05  7.8295E-17  3.3080E-09  4.1001E-05  1.1256E-26  7.8940E-04
  23.5   7.2201E-15  4.6229E-13  1.1557E-13  9.6168E-05  5.5293E-16  6.5125E-09  3.7345E-05  3.5438E-26  7.7366E-04
  25.5   1.0087E-14  5.8345E-13  1.4586E-13  1.2212E-04  2.9736E-15  1.0816E-08  3.3494E-05  1.6008E-25  7.5713E-04
  27.5   1.3386E-14  6.7617E-13  1.6904E-13  1.4952E-04  1.2660E-14  1.5405E-08  2.9421E-05  6.6242E-25  7.3968E-04
  29.5   1.6826E-14  6.8641E-13  1.7160E-13  1.7863E-04  4.2514E-14  1.8776E-08  2.5165E-05  2.6468E-24  7.2104E-04
  31.5   1.9670E-14  5.5851E-13  1.3963E-13  2.0957E-04  1.1228E-13  1.9832E-08  2.0837E-05  1.0398E-23  7.0156E-04
  33.5   1.9911E-14  3.2773E-13  8.1931E-14  2.4162E-04  2.2702E-13  1.8906E-08  1.6677E-05  3.6672E-23  6.8145E-04
  35.5   1.6428E-14  1.3294E-13  3.3234E-14  2.7447E-04  3.5155E-13  1.6871E-08  1.2936E-05  1.0429E-22  6.6172E-04
  37.5   1.1495E-14  3.9226E-14  9.8063E-15  3.0749E-04  4.6288E-13  1.4461E-08  9.8678E-06  2.5146E-22  6.4336E-04
  39.5   6.6038E-15  7.9979E-15  1.9995E-15  3.3865E-04  5.4271E-13  1.2156E-08  7.4794E-06  5.2288E-22  6.2697E-04
  41.5   3.0642E-15  1.1295E-15  2.8237E-16  3.7089E-04  5.8856E-13  1.0182E-08  5.6752E-06  8.8862E-22  6.1305E-04
  43.5   1.3335E-15  1.3879E-16  3.4696E-17  4.0074E-04  6.0864E-13  8.5443E-09  4.3399E-06  1.2176E-21  6.0211E-04
  45.5   6.1529E-16  1.8197E-17  4.5491E-18  4.3008E-04  6.0975E-13  7.1844E-09  3.3603E-06  1.4318E-21  5.9377E-04
  47.5   3.0063E-16  2.6533E-18  6.6332E-19  4.5878E-04  5.9948E-13  6.0551E-09  2.6351E-06  1.5507E-21  5.8742E-04
  49.5   1.5473E-16  4.6221E-19  1.1555E-19  4.8725E-04  6.5901E-13  5.1241E-09  2.0906E-06  1.8447E-21  5.8248E-04
  51.5   8.1450E-17  8.7555E-20  2.1888E-20  5.1678E-04  7.4503E-13  4.3837E-09  1.6820E-06  2.2481E-21  5.7858E-04
  53.5   4.5173E-17  1.9726E-20  4.9314E-21  5.4652E-04  9.6163E-13  3.8211E-09  1.3808E-06  3.1678E-21  5.7545E-04
  55.5   2.6105E-17  4.9829E-21  1.2457E-21  5.7639E-04  1.3119E-12  3.3981E-09  1.1559E-06  4.8117E-21  5.7279E-04
  57.5   1.5859E-17  1.4090E-21  3.5225E-22  6.0730E-04  1.8354E-12  3.0805E-09  9.8521E-07  7.7140E-21  5.7043E-04
  59.5   1.0264E-17  4.6075E-22  1.1518E-22  6.3870E-04  2.6275E-12  2.8444E-09  8.5425E-07  1.3095E-20  5.6823E-04
  61.5   7.0595E-18  1.7445E-22  4.3611E-23  6.7043E-04  3.8339E-12  2.6715E-09  7.5269E-07  2.3322E-20  5.6609E-04
  63.5   5.6825E-18  9.7615E-23  2.4403E-23  7.0303E-04  7.2959E-12  2.5511E-09  6.7429E-07  5.4309E-20  5.6399E-04
  65.5   3.8874E-18  3.8194E-23  9.5480E-24  7.3693E-04  9.2593E-12  2.4733E-09  6.1347E-07  8.8495E-20  5.6177E-04
  67.5   3.0083E-18  1.8777E-23  4.6940E-24  7.7390E-04  1.3383E-11  2.4160E-09  5.6397E-07  1.6914E-19  5.5938E-04
  69.5   2.4406E-18  1.0440E-23  2.6099E-24  8.1451E-04  1.8249E-11  2.3741E-09  5.2401E-07  3.2230E-19  5.5678E-04
  71.5   1.9539E-18  5.6608E-24  1.4151E-24  8.5889E-04  2.2788E-11  2.3405E-09  4.9182E-07  5.7270E-19  5.5385E-04
  73.5   1.4055E-18  2.4028E-24  6.0059E-25  9.1242E-04  2.6376E-11  2.3032E-09  4.6361E-07  9.0281E-19  5.5006E-04
  75.5   8.8716E-19  7.5718E-25  1.8922E-25  9.8409E-04  3.0413E-11  2.2524E-09  4.3633E-07  1.3002E-18  5.4497E-04
  77.5   4.8498E-19  1.7461E-25  4.3621E-26  1.0805E-03  3.6383E-11  2.1913E-09  4.0997E-07  1.7544E-18  5.3811E-04
  79.5   2.4638E-19  3.2483E-26  8.1105E-27  1.2109E-03  4.0997E-11  2.1417E-09  3.8456E-07  2.3348E-18  5.2885E-04
  81.5   4.2402E-20  2.4017E-27  5.9784E-28  1.3869E-03  1.3973E-10  2.0820E-09  3.6008E-07  3.1769E-18  5.1628E-04
  83.5   2.0158E-21  1.1775E-28  2.9135E-29  1.6229E-03  4.7328E-10  1.9436E-09  3.3651E-07  2.0067E-18  4.9915E-04
